Artikelnummer,FAQ
WS-C3650-48TD-S,"Wie viele Ports hat der WS-C3650-48TD-S?||Der WS-C3650-48TD-S bietet 48× 10/100/1000 (RJ-45) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-48TD-S stapeln?||Ja, der WS-C3650-48TD-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Hat der WS-C3650-48TD-S PoE?||Nein, der WS-C3650-48TD-S hat keine PoE-Einspeisung; die 48 Ports sind reine Datenports.##Was leistet die IP Base-Lizenz des WS-C3650-48TD-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-48TD-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-48TD-E,"Wie viele Ports hat der WS-C3650-48TD-E?||Der WS-C3650-48TD-E bietet 48× 10/100/1000 (RJ-45) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-48TD-E stapeln?||Ja, der WS-C3650-48TD-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Hat der WS-C3650-48TD-E PoE?||Nein, der WS-C3650-48TD-E hat keine PoE-Einspeisung; die 48 Ports sind reine Datenports.##Was leistet die IP Services-Lizenz des WS-C3650-48TD-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-48TD-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-48TQ-L,"Wie viele Ports hat der WS-C3650-48TQ-L?||Der WS-C3650-48TQ-L bietet 48× 10/100/1000 (RJ-45) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48TQ-L stapeln?||Ja, der WS-C3650-48TQ-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Hat der WS-C3650-48TQ-L PoE?||Nein, der WS-C3650-48TQ-L hat keine PoE-Einspeisung; die 48 Ports sind reine Datenports.##Routet der WS-C3650-48TQ-L (LAN Base)?||Der WS-C3650-48TQ-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-48TQ-S,"Wie viele Ports hat der WS-C3650-48TQ-S?||Der WS-C3650-48TQ-S bietet 48× 10/100/1000 (RJ-45) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48TQ-S stapeln?||Ja, der WS-C3650-48TQ-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Hat der WS-C3650-48TQ-S PoE?||Nein, der WS-C3650-48TQ-S hat keine PoE-Einspeisung; die 48 Ports sind reine Datenports.##Was leistet die IP Base-Lizenz des WS-C3650-48TQ-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-48TQ-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-48TQ-E,"Wie viele Ports hat der WS-C3650-48TQ-E?||Der WS-C3650-48TQ-E bietet 48× 10/100/1000 (RJ-45) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48TQ-E stapeln?||Ja, der WS-C3650-48TQ-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Hat der WS-C3650-48TQ-E PoE?||Nein, der WS-C3650-48TQ-E hat keine PoE-Einspeisung; die 48 Ports sind reine Datenports.##Was leistet die IP Services-Lizenz des WS-C3650-48TQ-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-48TQ-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-48PQ-L,"Wie viele Ports hat der WS-C3650-48PQ-L?||Der WS-C3650-48PQ-L bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48PQ-L stapeln?||Ja, der WS-C3650-48PQ-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48PQ-L?||Der WS-C3650-48PQ-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 390 W Budget).##Routet der WS-C3650-48PQ-L (LAN Base)?||Der WS-C3650-48PQ-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-48PQ-S,"Wie viele Ports hat der WS-C3650-48PQ-S?||Der WS-C3650-48PQ-S bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48PQ-S stapeln?||Ja, der WS-C3650-48PQ-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48PQ-S?||Der WS-C3650-48PQ-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 390 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-48PQ-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-48PQ-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-48PQ-E,"Wie viele Ports hat der WS-C3650-48PQ-E?||Der WS-C3650-48PQ-E bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48PQ-E stapeln?||Ja, der WS-C3650-48PQ-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48PQ-E?||Der WS-C3650-48PQ-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 390 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-48PQ-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-48PQ-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-48FQ-L,"Wie viele Ports hat der WS-C3650-48FQ-L?||Der WS-C3650-48FQ-L bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48FQ-L stapeln?||Ja, der WS-C3650-48FQ-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48FQ-L?||Der WS-C3650-48FQ-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 775 W Budget).##Routet der WS-C3650-48FQ-L (LAN Base)?||Der WS-C3650-48FQ-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-48FQ-S,"Wie viele Ports hat der WS-C3650-48FQ-S?||Der WS-C3650-48FQ-S bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48FQ-S stapeln?||Ja, der WS-C3650-48FQ-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48FQ-S?||Der WS-C3650-48FQ-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 775 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-48FQ-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-48FQ-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-48FQ-E,"Wie viele Ports hat der WS-C3650-48FQ-E?||Der WS-C3650-48FQ-E bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48FQ-E stapeln?||Ja, der WS-C3650-48FQ-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48FQ-E?||Der WS-C3650-48FQ-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 775 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-48FQ-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-48FQ-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-24PDM-L,"Wie viele Ports hat der WS-C3650-24PDM-L?||Der WS-C3650-24PDM-L bietet 24× 10/100/1000 (RJ-45, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-24PDM-L stapeln?||Ja, der WS-C3650-24PDM-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-24PDM-L?||Der WS-C3650-24PDM-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 390 W Budget).##Routet der WS-C3650-24PDM-L (LAN Base)?||Der WS-C3650-24PDM-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-24PDM-S,"Wie viele Ports hat der WS-C3650-24PDM-S?||Der WS-C3650-24PDM-S bietet 24× 10/100/1000 (RJ-45, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-24PDM-S stapeln?||Ja, der WS-C3650-24PDM-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-24PDM-S?||Der WS-C3650-24PDM-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 390 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-24PDM-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-24PDM-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-24PDM-E,"Wie viele Ports hat der WS-C3650-24PDM-E?||Der WS-C3650-24PDM-E bietet 24× 10/100/1000 (RJ-45, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-24PDM-E stapeln?||Ja, der WS-C3650-24PDM-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-24PDM-E?||Der WS-C3650-24PDM-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 390 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-24PDM-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-24PDM-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-48FQM-L,"Wie viele Ports hat der WS-C3650-48FQM-L?||Der WS-C3650-48FQM-L bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48FQM-L stapeln?||Ja, der WS-C3650-48FQM-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48FQM-L?||Der WS-C3650-48FQM-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 775 W Budget).##Routet der WS-C3650-48FQM-L (LAN Base)?||Der WS-C3650-48FQM-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-48FQM-S,"Wie viele Ports hat der WS-C3650-48FQM-S?||Der WS-C3650-48FQM-S bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48FQM-S stapeln?||Ja, der WS-C3650-48FQM-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48FQM-S?||Der WS-C3650-48FQM-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 775 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-48FQM-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-48FQM-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-48FQM-E,"Wie viele Ports hat der WS-C3650-48FQM-E?||Der WS-C3650-48FQM-E bietet 48× 10/100/1000 (RJ-45, PoE+) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-48FQM-E stapeln?||Ja, der WS-C3650-48FQM-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-48FQM-E?||Der WS-C3650-48FQM-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 775 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-48FQM-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-48FQM-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-8X24PD-L,"Wie viele Ports hat der WS-C3650-8X24PD-L?||Der WS-C3650-8X24PD-L bietet 24× Kupfer-Ports (8 Multigigabit 100M/1/2.5/5/10G plus 16 Gigabit 10/100/1000, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-8X24PD-L stapeln?||Ja, der WS-C3650-8X24PD-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-8X24PD-L?||Der WS-C3650-8X24PD-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 435 W Budget).##Routet der WS-C3650-8X24PD-L (LAN Base)?||Der WS-C3650-8X24PD-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-8X24PD-S,"Wie viele Ports hat der WS-C3650-8X24PD-S?||Der WS-C3650-8X24PD-S bietet 24× Kupfer-Ports (8 Multigigabit 100M/1/2.5/5/10G plus 16 Gigabit 10/100/1000, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-8X24PD-S stapeln?||Ja, der WS-C3650-8X24PD-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-8X24PD-S?||Der WS-C3650-8X24PD-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 435 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-8X24PD-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-8X24PD-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-8X24PD-E,"Wie viele Ports hat der WS-C3650-8X24PD-E?||Der WS-C3650-8X24PD-E bietet 24× Kupfer-Ports (8 Multigigabit 100M/1/2.5/5/10G plus 16 Gigabit 10/100/1000, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-8X24PD-E stapeln?||Ja, der WS-C3650-8X24PD-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-8X24PD-E?||Der WS-C3650-8X24PD-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 435 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-8X24PD-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-8X24PD-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-8X24UQ-L,"Wie viele Ports hat der WS-C3650-8X24UQ-L?||Der WS-C3650-8X24UQ-L bietet 24× Kupfer-Ports (8 Multigigabit 100M/1/2.5/5/10G plus 16 Gigabit 10/100/1000, UPOE) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-8X24UQ-L stapeln?||Ja, der WS-C3650-8X24UQ-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-8X24UQ-L?||Der WS-C3650-8X24UQ-L liefert Cisco UPOE mit bis zu 60 W pro Port (820 W Budget).##Routet der WS-C3650-8X24UQ-L (LAN Base)?||Der WS-C3650-8X24UQ-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-8X24UQ-S,"Wie viele Ports hat der WS-C3650-8X24UQ-S?||Der WS-C3650-8X24UQ-S bietet 24× Kupfer-Ports (8 Multigigabit 100M/1/2.5/5/10G plus 16 Gigabit 10/100/1000, UPOE) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-8X24UQ-S stapeln?||Ja, der WS-C3650-8X24UQ-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-8X24UQ-S?||Der WS-C3650-8X24UQ-S liefert Cisco UPOE mit bis zu 60 W pro Port (820 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-8X24UQ-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-8X24UQ-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-8X24UQ-E,"Wie viele Ports hat der WS-C3650-8X24UQ-E?||Der WS-C3650-8X24UQ-E bietet 24× Kupfer-Ports (8 Multigigabit 100M/1/2.5/5/10G plus 16 Gigabit 10/100/1000, UPOE) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-8X24UQ-E stapeln?||Ja, der WS-C3650-8X24UQ-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-8X24UQ-E?||Der WS-C3650-8X24UQ-E liefert Cisco UPOE mit bis zu 60 W pro Port (820 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-8X24UQ-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-8X24UQ-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-12X48FD-L,"Wie viele Ports hat der WS-C3650-12X48FD-L?||Der WS-C3650-12X48FD-L bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-12X48FD-L stapeln?||Ja, der WS-C3650-12X48FD-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48FD-L?||Der WS-C3650-12X48FD-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 660 W Budget).##Routet der WS-C3650-12X48FD-L (LAN Base)?||Der WS-C3650-12X48FD-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-12X48FD-S,"Wie viele Ports hat der WS-C3650-12X48FD-S?||Der WS-C3650-12X48FD-S bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-12X48FD-S stapeln?||Ja, der WS-C3650-12X48FD-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48FD-S?||Der WS-C3650-12X48FD-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 660 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-12X48FD-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-12X48FD-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
