Artikelnummer;Überverkauf Plattform Hexwaren
EX-SFP-10GE-SR;TRUE
EX-SFP-10GE-USR;TRUE
EX-SFP-10GE-ZR;TRUE
EX-SFP-1FE-FX;TRUE
EX-SFP-1FE-FX-ET;TRUE
EX-SFP-1FE-LH;TRUE
EX-SFP-1FE-LX;TRUE
EX-SFP-1FE-LX40K;TRUE
EX-SFP-1GE-LH;TRUE
EX-SFP-1GE-LX;TRUE
EX-SFP-1GE-LX40K;TRUE
EX-SFP-1GE-LX40K-I;TRUE
EX-SFP-1GE-SX;TRUE
EX-SFP-1GE-SX-ET;TRUE
EX-SFP-1GE-T;TRUE
EX-SFP-FE20KT13R15;TRUE
EX-SFP-FE20KT15R13;TRUE
EX-SFP-GE10KT13R14;TRUE
EX-SFP-GE10KT13R14-I;TRUE
EX-SFP-GE10KT13R15;TRUE
EX-SFP-GE10KT14R13;TRUE
EX-SFP-GE10KT14R13-I;TRUE
EX-SFP-GE10KT15R13;TRUE
EX-SFP-GE20KT13R15;TRUE
EX-SFP-GE20KT14R13;TRUE
EX-SFP-GE40KT13R15;TRUE
EX-SFP-GE40KT15R13;TRUE
EX-SFP-GE80KCW1470;TRUE
EX-SFP-GE80KCW1510;TRUE
EX-SFP-GE80KCW1550;TRUE
EX-SFP-GE80KCW1590;TRUE
JNP-QSFP-40G-ESR4;TRUE
JNP-QSFP-40G-LR4;TRUE
JNP-QSFP-40G-LR4-20;TRUE
JNP-QSFP-40G-LX4;TRUE
JNP-QSFP-40G-SWDM4;TRUE
JNP-QSFP-40GE-ER4;TRUE
JNP-QSFP-40GE-IR4;TRUE
JNP-QSFP-4X10GE-IR;TRUE
JNP-QSFP-4X10GE-LR;TRUE
JNP-QSFPP-40G-BXSR;TRUE
JNP-SFP-10G-BX10D;TRUE
JNP-SFP-10G-BX10U;TRUE
JNP-SFP-10G-BX20D;TRUE
JNP-SFP-10G-BX20U;TRUE
JNP-SFP-10G-BX40D;TRUE
JNP-SFP-10G-BX40U;TRUE
JNP-SFP-10G-BX60D;TRUE
JNP-SFP-10G-BX60U;TRUE
JNP-SFP-10G-BX80U;TRUE
JNP-SFP-25G-LR;TRUE
JNP-SFP-25G-LR-BX-D;TRUE
JNP-SFP-25G-LR-BX-U;TRUE
JNP-SFP-25G-LR-BXD-I;TRUE
JNP-SFP-25G-LR-BXU-I;TRUE
JNP-SFP-25G-LR-CW-47;TRUE
JNP-SFP-25G-LR-CW-49;TRUE
JNP-SFP-25G-LR-CW-51;TRUE
JNP-SFP-25G-LR-CW-53;TRUE
JNP-SFP-25G-LR-CW-55;TRUE
JNP-SFP-25G-LR-CW27-40;TRUE
JNP-SFP-25G-LR-CW29-40;TRUE
JNP-SFP-25G-LR-CW31-40;TRUE
JNP-SFP-25G-LR-I-DW3033;TRUE
JNP-SFP-25G-LR-I-DW3661;TRUE
JNP-SFP-25G-LR-I-DW3740;TRUE
JNP-SFP-25G-LR-I-DW4214;TRUE
JNP-SFP-25G-LR-I-DW4532;TRUE
JNP-SFP-25G-LR-I-DW4772;TRUE
JNP-SFP-25G-LR-I-DW5012;TRUE
JNP-SFP-25G-LR-I-DW5413;TRUE
JNP-SFP-25G-LR-I-DW5494;TRUE
JNP-SFP-25G-LR-I-DW5575;TRUE
JNP-SFP-25G-LR40-BXD-I;TRUE
JNP-SFP-25G-LR40-BXU-I;TRUE
JNP-SFP-25G-SR;TRUE
JNP-SFPP-10GE-T;TRUE
QDD-2X100G-CWDM4;TRUE
QDD-2X100G-LR4;TRUE
QFX-QSFP-40G-ER4;TRUE
QFX-QSFP-40G-ESR4;TRUE
QFX-QSFP-40G-LR4;TRUE
QFX-QSFP-40G-SR4;TRUE
QSFP-4X10GE-LR-25;TRUE
SFPP-10GE-BX10D-IT;TRUE
SFPP-10GE-BX10U-IT;TRUE
SFPP-10GE-BX40D-IT;TRUE
SFPP-10GE-BX40U-IT;TRUE
SFPP-10GE-ZR;TRUE
XFP-10G-CWDM1471;TRUE
