Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
JCO400-QDD-ZR-M,,condition,Funktionsattribut,Wertliste,Deutsch,new
JCO400-QDD-ZR-M-HP,,condition,Funktionsattribut,Wertliste,Deutsch,new
CFP-100GBASE-ER4,,condition,Funktionsattribut,Wertliste,Deutsch,new
CFP-100GBASE-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
CFP-100GBASE-SR10,,condition,Funktionsattribut,Wertliste,Deutsch,new
CFP-GEN2-100GBASE-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
CFP2-100GBASE-ER4,,condition,Funktionsattribut,Wertliste,Deutsch,new
CFP2-100GBASE-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-BXSR,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-CWDM,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-LR4-4WDM-20-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-LR4-4WDM-40-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-PSM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-100G-SR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-4X100G-FR,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-4X100G-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-4WDM40,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-CWDM,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-CWDM4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-DR-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-ER4L,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-FR-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-LR-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-LR4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-LR4-D,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-PSM4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-SR1P2,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-100G-SR4-C,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10G-BX-D,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10G-BX-D-40,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10G-BX-D-80,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10G-BX-U,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10G-BX-U-40,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10G-BX-U-80,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-BX23,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-BX23-60,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-BX32,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-BX32-60,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-ER,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-LRM,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-SR,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-USR,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-10GE-ZR,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1FE-FX,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1FE-FX-ET,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1FE-LH,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1FE-LX,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1FE-LX40K,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-LH,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-LX,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-LX40K,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-LX40K-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-SX,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-SX-ET,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-1GE-T,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-FE20KT13R15,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-FE20KT15R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE10KT13R14,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE10KT13R14-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE10KT13R15,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE10KT14R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE10KT14R13-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE10KT15R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE20KT13R15,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE20KT14R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE40KT13R15,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE40KT15R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE80KCW1470,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE80KCW1510,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE80KCW1550,,condition,Funktionsattribut,Wertliste,Deutsch,new
EX-SFP-GE80KCW1590,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40G-ESR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40G-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40G-LR4-20,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40G-LX4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40G-SWDM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40GE-ER4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-40GE-IR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-4X10GE-IR,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFP-4X10GE-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-QSFPP-40G-BXSR,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX10D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX10U,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX20D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX20U,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX40D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX40U,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX60D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX60U,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-10G-BX80U,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-BX-D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-BX-U,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-BXD-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-BXU-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW-47,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW-49,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW-51,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW-53,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW-55,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW27-40,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW29-40,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-CW31-40,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW3033,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW3661,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW3740,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW4214,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW4532,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW4772,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW5012,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW5413,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW5494,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR-I-DW5575,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR40-BXD-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-LR40-BXU-I,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFP-25G-SR,,condition,Funktionsattribut,Wertliste,Deutsch,new
JNP-SFPP-10GE-T,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X100G-CWDM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X100G-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QFX-QSFP-40G-ER4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QFX-QSFP-40G-ESR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QFX-QSFP-40G-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QFX-QSFP-40G-SR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-4X10GE-LR-25,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-BX10D-IT,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-BX10U-IT,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-BX40D-IT,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-BX40U-IT,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-ZR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XFP-10G-CWDM1471,,condition,Funktionsattribut,Wertliste,Deutsch,new
