Artikelnummer;Netto-VK
QSFP-400G-FR4;2800,00
QDD-8X100G-FR;3600,00
QDD-2X400G-FR4;4800,00
DWDM-XFP-C;1800,00
DP04CFP2-D15;9000,00
SFP-10G-OLT20-X;600,00
CFP2-WDM-D-1HL;6000,00
CFP2-WDM-D-SK;6000,00
CFP2-WDM-DET-1HL;6000,00
CFP2-WDM-DET-SK;6000,00
DP04CFP2-M25-K9;9000,00
QDD-2Q200-CU1M;305,00
QDD-2Q200-CU2M;340,00
QDD-4ZQ100-CU1M;435,00
QDD-4ZQ100-CU2M;490,00
QDD-4ZQ100-CU3M;545,00
QSFP-200-CU3M;375,00
QSFP-4SFP25G-CU4M;285,00
QSFP-40-SR-BD;420,00
OSFPR-800G-DR8;6800,00
DP04SFP8-E20;7500,00
QSFP-4SFP25G-CU1.5M;210,00
QSFP-4SFP25G-CU2.5M;240,00
ONS-QC-16GFC-SW;450,00
QSFP-100G-ZR4-I;4500,00
QSFP-100G-B40D-I;1600,00
QSFP-100G-B40U-I;1600,00
DP01QS28-E20;4500,00
DP01QS28-E25;4500,00
DWDM-GBIC-30.33;550,00
DWDM-GBIC-31.12;550,00
DWDM-GBIC-31.90;550,00
DWDM-GBIC-32.68;550,00
DWDM-GBIC-34.25;550,00
DWDM-GBIC-35.04;550,00
DWDM-GBIC-35.82;550,00
DWDM-GBIC-36.61;550,00
DWDM-GBIC-38.19;550,00
DWDM-GBIC-38.98;550,00
DWDM-GBIC-39.77;550,00
DWDM-GBIC-40.56;550,00
DWDM-GBIC-42.14;550,00
DWDM-GBIC-42.94;550,00
DWDM-GBIC-43.73;550,00
DWDM-GBIC-44.53;550,00
DWDM-GBIC-46.12;550,00
DWDM-GBIC-46.92;550,00
DWDM-GBIC-47.72;550,00
DWDM-GBIC-48.51;550,00
DWDM-GBIC-50.12;550,00
DWDM-GBIC-50.92;550,00
DWDM-GBIC-51.72;550,00
DWDM-GBIC-52.52;550,00
DWDM-GBIC-54.13;550,00
DWDM-GBIC-54.94;550,00
DWDM-GBIC-55.75;550,00
DWDM-GBIC-56.55;550,00
DWDM-GBIC-58.17;550,00
DWDM-GBIC-58.98;550,00
DWDM-GBIC-59.79;550,00
DWDM-GBIC-60.61;550,00
X2-10GB-SR++;400,00
X2-10GB-LR++;600,00
X2-10GB-LRM++;550,00
XFP-10GER-192IR+;950,00
DWDM-XENPAK-30.33;1600,00
DWDM-XENPAK-31.12;1600,00
DWDM-XENPAK-31.90;1600,00
DWDM-XENPAK-32.68;1600,00
DWDM-XENPAK-34.25;1600,00
DWDM-XENPAK-35.04;1600,00
DWDM-XENPAK-35.82;1600,00
DWDM-XENPAK-36.61;1600,00
DWDM-XENPAK-38.19;1600,00
DWDM-XENPAK-38.98;1600,00
DWDM-XENPAK-39.77;1600,00
DWDM-XENPAK-40.56;1600,00
DWDM-XENPAK-42.14;1600,00
DWDM-XENPAK-42.94;1600,00
DWDM-XENPAK-43.73;1600,00
DWDM-XENPAK-44.53;1600,00
DWDM-XENPAK-46.12;1600,00
DWDM-XENPAK-46.92;1600,00
DWDM-XENPAK-47.72;1600,00
DWDM-XENPAK-48.51;1600,00
DWDM-XENPAK-50.12;1600,00
DWDM-XENPAK-50.92;1600,00
DWDM-XENPAK-51.72;1600,00
DWDM-XENPAK-52.52;1600,00
DWDM-XENPAK-54.13;1600,00
DWDM-XENPAK-54.94;1600,00
DWDM-XENPAK-55.75;1600,00
DWDM-XENPAK-56.55;1600,00
DWDM-XENPAK-58.17;1600,00
DWDM-XENPAK-58.98;1600,00
DWDM-XENPAK-59.79;1600,00
DWDM-XENPAK-60.61;1600,00
XENPAK-10GB-LR+;720,00
XENPAK-10GB-ER+;1300,00
XENPAK-10GB-LW;720,00
WDM-XENPAK-REC;900,00
DWDM-SFP10G-30.33;900,00
DWDM-SFP10G-31.12;900,00
DWDM-SFP10G-61.41;900,00
DWDM-SFP10G-C-I;2200,00
DWDM-SFP10G-E-I;2200,00
DS-SFP-FCGE-SW;130,00
DS-SFP-FCGE-LW;180,00
DS-SFP-GE-T;90,00
ONS-SI-GE-EX;550,00
ONS-SI-GE-LX;400,00
ONS-SI-GE-SX;350,00
ONS-SI-GE-ZX;700,00
ONS-CXP2-SR25;1800,00
ONS-SC+-10G-SR;600,00
ONS-SC+-10G-LR;850,00
ONS-SC+-10G-ER;1400,00
ONS-SC+-10G-ZR;1900,00
ONS-SC+-10G-C;2800,00
ONS-SI+-10G-SR;600,00
ONS-SI+-10G-LR;850,00
ONS-SI+-10G-ER;1400,00
ONS-SI+-10G-ZR;1900,00
GLC-LH-LMM-TI;190,00
GLC-ZX-LMM-TI;380,00
GLC-T++;90,00
GLC-TE++;90,00
S1G-LH-PM-D-I;280,00
S1G-SX-PM-D-I;200,00
S1G-TE-PM-D-I;180,00
S10G-ER-PM-D-I;900,00
S10G-LR-PM-D-I;480,00
S10G-SR-PM-D-I;350,00
FET-10G;120,00
DP01QSDD-LK9;5000,00
DP04QSDD-HE0-A1;8500,00
DP04QSDD-HK9;8500,00
DP04QSDD-ULH-A1;9500,00
QDD-2Q200-CU2.5M;358,00
QDD-400-CU0.5M;408,00
QDD-4ZQ100-CU2.5M;518,00
QSFP-100G-ER4;3500,00
QSFP-100G-AOC;350,00
MGBSX1;60,00
MGBLX1;90,00
MGBLH1;130,00
MGBT1;40,00
