Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
SFP-10G-LR10-I,"420,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR
SFP-10G-BXD-I,"450,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR
SFP-10G-BXU-I,"450,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR
SFP-10G-BX40U-I,"700,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR
GLC-T-RGD,"130,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-GE-DR-LX,"190,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-BX-U-I,"180,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-BX-D-I,"180,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-2BX-D-I,"250,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
SFP-1G-LH,"250,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
SFP-1G-SX,"100,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
SFP-1G-T-X,"110,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
SFP-H25G-CU1.5M,"113,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-H25G-CU (Länge)
SFP-H25G-CU2.5M,"125,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-H25G-CU (Länge)
SFP-25G-BX40D-I,"650,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (25G-Klasse)
SFP-25G-BX40U-I,"650,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (25G-Klasse)
SFP-50G-CU0.5M,"110,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU1M,"121,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU1.5M,"132,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU2M,"142,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU2.5M,"152,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU3M,"163,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU4M,"184,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-CU5M,"205,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,SFP-50G-CU (Länge)
SFP-50G-SL,"420,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-SR-S,"420,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-LR-S,"850,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-BXD-I,"550,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-BXU-I,"550,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-BX40D-I,"750,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-BX40U-I,"750,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
SFP-50G-ER-I,"1100,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (50G-Klasse)
QDD-2Q200-CU3M,"375,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-2Q200-CU (Länge)
QDD-400G-VR4,"2200,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QDD-400G-SR8-S,"2400,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QDD-400G-SR4.2-BD,"2700,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QDD-400G-BD,"2700,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QDD-4X100G-FR-S,"3200,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
CPAK-100G-LR4-2K,"10000,00",ormsystems.com/cpak-100g-lr4-price.html (CPAK-100G-LR4 genuine $10.295–12.026),direkt,CPAK-100G-LR4
CPAK-10X10G-LR,"11000,00",ormsystems.com/cpak-100g-lr4-price.html (CPAK-100G-LR4 genuine $10.295–12.026),direkt,CPAK-100G-LR4
CPAK-100G-FR,"8000,00",ormsystems.com/cpak-100g-lr4-price.html (CPAK-100G-LR4 genuine $10.295–12.026),geschätzt-aus-Vergleich,CPAK-100G-LR4
GLC-GE-100FX,"120,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-FE-T-I,"120,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
XFP10GLR192SR-RGD,"500,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,XFP 10G (EOL)
X2-10GB-T,"450,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,X2 10G-T (EOL)
OSFP-800G-VR8,"6200,00",ebay.com/itm/177082466785 (Original Cisco OSFP-800G-DR8 w/holo; FS-Kompatibel-Boden $1.4k),geschätzt-aus-Vergleich,OSFP-800G-DR8
OSFP-800G-VR8P,"6800,00",ebay.com/itm/177082466785 (Original Cisco OSFP-800G-DR8 w/holo; FS-Kompatibel-Boden $1.4k),geschätzt-aus-Vergleich,OSFP-800G-DR8
OSFP-800G-DR8,"6500,00",ebay.com/itm/177082466785 (Original Cisco OSFP-800G-DR8 w/holo; FS-Kompatibel-Boden $1.4k),direkt,OSFP-800G-DR8
OSFP-800G-DR8P,"6800,00",ebay.com/itm/177082466785 (Original Cisco OSFP-800G-DR8 w/holo; FS-Kompatibel-Boden $1.4k),geschätzt-aus-Vergleich,OSFP-800G-DR8
OSFP-2X400G-FR4,"7500,00",ebay.com/itm/177082466785 (Original Cisco OSFP-800G-DR8 w/holo; FS-Kompatibel-Boden $1.4k),geschätzt-aus-Vergleich,OSFP-800G-DR8
QSFP-2Q200-CU3M,"375,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-2Q200-CU (Länge)
QSFP-200G-SR4-S,"2200,00",hardwarestorm.com QSFP-200G-SR4-S (genuine regular $3.058),direkt,QSFP-200G-SR4-S
QSFP-200G-SL4,"1900,00",hardwarestorm.com QSFP-200G-SR4-S (genuine regular $3.058),geschätzt-aus-Vergleich,QSFP-200G-SR4-S
QSFP-200G-FR4-S,"3200,00",hardwarestorm.com QSFP-200G-SR4-S (genuine regular $3.058),geschätzt-aus-Vergleich,QSFP-200G-SR4-S
QSFP-400G-DR4,"2400,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),direkt,QDD-400G-DR4-S
QSFP-400G-VR4,"2200,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QSFP-400G-FR4,"2800,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QDD-8X100G-FR,"3600,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
QDD-2X400G-FR4,"4800,00",ebay.com/itm/404865851677 (QDD-400G-DR4-S NEW ORIGINAL CISCO w/holo),geschätzt-aus-Vergleich,QDD-400G-DR4-S
DWDM-XFP-C,"1800,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,10G-DWDM-XFP tunable
DP04CFP2-D15,"9000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,CFP2-DCO 400G
SFP-10G-OLT20-X,"600,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR
CFP2-WDM-D-1HL,"6000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,CFP2-DCO BiDi
CFP2-WDM-D-SK,"6000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,CFP2-DCO BiDi
CFP2-WDM-DET-1HL,"6000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,CFP2-DCO BiDi
CFP2-WDM-DET-SK,"6000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,CFP2-DCO BiDi
DP04CFP2-M25-K9,"9000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,CFP2-DCO 400G
QDD-2Q200-CU1M,"305,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-2Q200-CU (Länge)
QDD-2Q200-CU2M,"340,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-2Q200-CU (Länge)
QDD-4ZQ100-CU1M,"435,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-400G-CU (Länge)
QDD-4ZQ100-CU2M,"490,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-400G-CU (Länge)
QDD-4ZQ100-CU3M,"545,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-400G-CU (Länge)
QSFP-200-CU3M,"375,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-2Q200-CU (Länge)
QSFP-4SFP25G-CU4M,"285,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-40-SR-BD,"420,00",ormsystems.com/qsfp-40g-sr4-price.html (QSFP-40G-SR4 genuine $167),geschätzt-aus-Vergleich,QSFP-40G-SR4
OSFPR-800G-DR8,"6800,00",ebay.com/itm/177082466785 (Original Cisco OSFP-800G-DR8 w/holo; FS-Kompatibel-Boden $1.4k),geschätzt-aus-Vergleich,OSFP-800G-DR8
DP04SFP8-E20,"7500,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,400G ZR DCO
QSFP-4SFP25G-CU1.5M,"210,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-4SFP25G-CU2.5M,"240,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
ONS-QC-16GFC-SW,"450,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,16G-FC
QSFP-100G-ZR4-I,"4500,00",ebay.com/itm/276439662065 (QSFP-100G-LR4-S NEW SEALED GENUINE w/holo),geschätzt-aus-Vergleich,QSFP-100G-LR4-S
QSFP-100G-B40D-I,"1600,00",router-switch.com/qsfp-100g-sr4-s.html (genuine QSFP-100G-SR4-S),geschätzt-aus-Vergleich,QSFP-100G-SR4-S
QSFP-100G-B40U-I,"1600,00",router-switch.com/qsfp-100g-sr4-s.html (genuine QSFP-100G-SR4-S),geschätzt-aus-Vergleich,QSFP-100G-SR4-S
DP01QS28-E20,"4500,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,QSFP28 100G DCO
DP01QS28-E25,"4500,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,QSFP28 100G DCO
DWDM-GBIC-30.33,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-31.12,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-31.90,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-32.68,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-34.25,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-35.04,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-35.82,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-36.61,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-38.19,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-38.98,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-39.77,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-40.56,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-42.14,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-42.94,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-43.73,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-44.53,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-46.12,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-46.92,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-47.72,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-48.51,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-50.12,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-50.92,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-51.72,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-52.52,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-54.13,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-54.94,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-55.75,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-56.55,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-58.17,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-58.98,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
DWDM-GBIC-59.79,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
