Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
90Y9412,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
90Y9412,,Transceivers & SFP Modul,Wellenlänge,1310 nm,9,Wertliste,Attribut
90Y9412,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),10,Wertliste,Attribut
90Y9412,,Transceivers & SFP Modul,Reichweite,bis 10 km,11,Wertliste,Attribut
90Y9412,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
90Y9412,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
90Y9412,,Transceivers & SFP Modul,Standard,10GBASE-LR,14,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Transceiver Typ,ER,3,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Fasertyp,Singlemode,5,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Wellenlänge,1550 nm,9,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Anwendung,Metro-/Weitverkehrsnetz,10,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Reichweite,bis 40 km,11,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
90Y9415,,Transceivers & SFP Modul,Standard,10GBASE-ER,14,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
49Y4216,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
49Y8578,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
49Y4218,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
46C3447,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
68Y6923,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
69Y0389,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
4TC7A78615,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Reichweite,bis 400 m,11,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 85 °C,13,Wertliste,Attribut
00NU537,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 85 °C,13,Wertliste,Attribut
00VX183,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Transceiver Typ,SX,3,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Reichweite,bis 300 m,11,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
00MY034,,Transceivers & SFP Modul,Standard,10GBASE-SR/1000BASE-SX,14,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Reichweite,bis 100 m,11,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
4M27A67041,,Transceivers & SFP Modul,Standard,25GBASE-SR,14,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Reichweite,bis 100 m,11,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 85 °C,13,Wertliste,Attribut
4TC7A69045,,Transceivers & SFP Modul,Standard,25GBASE-SR,14,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Reichweite,bis 100 m,11,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
7G17A03537,,Transceivers & SFP Modul,Standard,25GBASE-SR,14,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Wellenlänge,850 nm,9,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),10,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Reichweite,bis 100 m,11,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
4TC7A88638,,Transceivers & SFP Modul,Standard,25GBASE-SR,14,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Transceiver Typ,LR,3,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Fasertyp,Singlemode,5,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Wellenlänge,1310 nm,9,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),10,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Reichweite,bis 10 km,11,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
7G17A03538,,Transceivers & SFP Modul,Standard,25GBASE-LR,14,Wertliste,Attribut
00YL631,,Transceivers & SFP Modul,Formfaktor,QSFP+,1,Wertliste,Attribut
00YL631,,Transceivers & SFP Modul,Geschwindigkeit,40 Gbit/s,2,Wertliste,Attribut
00YL631,,Transceivers & SFP Modul,Transceiver Typ,SR-BiDi,3,Wertliste,Attribut
00YL631,,Transceivers & SFP Modul,Faseranzahl,2,4,Wertliste,Attribut
00YL631,,Transceivers & SFP Modul,Fasertyp,Multimode,5,Wertliste,Attribut
00YL631,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
