Artikelnummer,FAQ
C1300-48P-4G,"Wie viele Ports hat der C1300-48P-4G?||Der C1300-48P-4G bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 4× 1G-SFP.##Wie wird der C1300-48P-4G verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-48P-4G läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-48P-4G?||Der C1300-48P-4G liefert PoE+ (802.3at) mit einem Budget von 375 W für IP-Telefone, WLAN-APs und Kameras."
C1300-48FP-4G,"Wie viele Ports hat der C1300-48FP-4G?||Der C1300-48FP-4G bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 4× 1G-SFP.##Wie wird der C1300-48FP-4G verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-48FP-4G läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-48FP-4G?||Der C1300-48FP-4G liefert PoE+ (802.3at) mit einem Budget von 740 W für IP-Telefone, WLAN-APs und Kameras."
C1300-16P-4X,"Wie viele Ports hat der C1300-16P-4X?||Der C1300-16P-4X bietet insgesamt 20 Ports: 16× 1G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-16P-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-16P-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-16P-4X?||Der C1300-16P-4X liefert PoE+ (802.3at) mit einem Budget von 120 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-16P-4X stapeln?||Ja, bis zu acht 16P-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24T-4X,"Wie viele Ports hat der C1300-24T-4X?||Der C1300-24T-4X bietet insgesamt 28 Ports: 24× 1G-RJ45 + 4× 10G-SFP+.##Wie wird der C1300-24T-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24T-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-24T-4X PoE?||Nein, der C1300-24T-4X hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-24T-4X stapeln?||Ja, bis zu acht 24T-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24P-4X,"Wie viele Ports hat der C1300-24P-4X?||Der C1300-24P-4X bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-24P-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24P-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-24P-4X?||Der C1300-24P-4X liefert PoE+ (802.3at) mit einem Budget von 195 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-24P-4X stapeln?||Ja, bis zu acht 24P-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24FP-4X,"Wie viele Ports hat der C1300-24FP-4X?||Der C1300-24FP-4X bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-24FP-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24FP-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-24FP-4X?||Der C1300-24FP-4X liefert PoE+ (802.3at) mit einem Budget von 375 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-24FP-4X stapeln?||Ja, bis zu acht 24FP-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-48T-4X,"Wie viele Ports hat der C1300-48T-4X?||Der C1300-48T-4X bietet insgesamt 52 Ports: 48× 1G-RJ45 + 4× 10G-SFP+.##Wie wird der C1300-48T-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-48T-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-48T-4X PoE?||Nein, der C1300-48T-4X hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-48T-4X stapeln?||Ja, bis zu acht 48T-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-48P-4X,"Wie viele Ports hat der C1300-48P-4X?||Der C1300-48P-4X bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-48P-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-48P-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-48P-4X?||Der C1300-48P-4X liefert PoE+ (802.3at) mit einem Budget von 375 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-48P-4X stapeln?||Ja, bis zu acht 48P-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-48FP-4X,"Wie viele Ports hat der C1300-48FP-4X?||Der C1300-48FP-4X bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-48FP-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-48FP-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-48FP-4X?||Der C1300-48FP-4X liefert PoE+ (802.3at) mit einem Budget von 740 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-48FP-4X stapeln?||Ja, bis zu acht 48FP-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-8MGP-2X,"Wie viele Ports hat der C1300-8MGP-2X?||Der C1300-8MGP-2X bietet insgesamt 10 Ports: 4× 1G-RJ45 (PoE+) + 4× 2,5G-RJ45 (PoE+) + 2× 10G-SFP+.##Wie wird der C1300-8MGP-2X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-8MGP-2X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-8MGP-2X?||Der C1300-8MGP-2X liefert PoE+ (802.3at) mit einem Budget von 120 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-8MGP-2X stapeln?||Ja, bis zu acht 8MGP-2X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24MGP-4X,"Wie viele Ports hat der C1300-24MGP-4X?||Der C1300-24MGP-4X bietet insgesamt 28 Ports: 16× 1G-RJ45 (PoE+) + 8× 2,5G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-24MGP-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24MGP-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-24MGP-4X?||Der C1300-24MGP-4X liefert PoE+ (802.3at) mit einem Budget von 375 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-24MGP-4X stapeln?||Ja, bis zu acht 24MGP-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-48MGP-4X,"Wie viele Ports hat der C1300-48MGP-4X?||Der C1300-48MGP-4X bietet insgesamt 52 Ports: 32× 1G-RJ45 (PoE+) + 16× 2,5G-RJ45 (PoE+) + 4× 10G-SFP+.##Wie wird der C1300-48MGP-4X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-48MGP-4X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Welches PoE-Budget hat der C1300-48MGP-4X?||Der C1300-48MGP-4X liefert PoE+ (802.3at) mit einem Budget von 740 W für IP-Telefone, WLAN-APs und Kameras.##Lässt sich der C1300-48MGP-4X stapeln?||Ja, bis zu acht 48MGP-4X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-12XT-2X,"Wie viele Ports hat der C1300-12XT-2X?||Der C1300-12XT-2X bietet insgesamt 14 Ports: 12× 10G-RJ45 + 2× 10G-SFP+.##Wie wird der C1300-12XT-2X verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-12XT-2X läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-12XT-2X PoE?||Nein, der C1300-12XT-2X hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-12XT-2X stapeln?||Ja, bis zu acht 12XT-2X-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-12XS,"Wie viele Ports hat der C1300-12XS?||Der C1300-12XS bietet insgesamt 12 Ports: 10× 10G-SFP+ + 2× 10G-Combo.##Wie wird der C1300-12XS verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-12XS läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-12XS PoE?||Nein, der C1300-12XS hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-12XS stapeln?||Ja, bis zu acht 12XS-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-16XTS,"Wie viele Ports hat der C1300-16XTS?||Der C1300-16XTS bietet insgesamt 16 Ports: 8× 10G-RJ45 + 8× 10G-SFP+.##Wie wird der C1300-16XTS verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-16XTS läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-16XTS PoE?||Nein, der C1300-16XTS hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-16XTS stapeln?||Ja, bis zu acht 16XTS-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24XS,"Wie viele Ports hat der C1300-24XS?||Der C1300-24XS bietet insgesamt 24 Ports: 20× 10G-SFP+ + 4× 10G-Combo.##Wie wird der C1300-24XS verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24XS läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-24XS PoE?||Nein, der C1300-24XS hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-24XS stapeln?||Ja, bis zu acht 24XS-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24XT,"Wie viele Ports hat der C1300-24XT?||Der C1300-24XT bietet insgesamt 24 Ports: 20× 10G-RJ45 + 4× 10G-SFP+-Combo.##Wie wird der C1300-24XT verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24XT läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-24XT PoE?||Nein, der C1300-24XT hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-24XT stapeln?||Ja, bis zu acht 24XT-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
C1300-24XTS,"Wie viele Ports hat der C1300-24XTS?||Der C1300-24XTS bietet insgesamt 24 Ports: 12× 10G-RJ45 + 12× 10G-SFP+.##Wie wird der C1300-24XTS verwaltet?||Über eine Web-Oberfläche, das Cisco Business Dashboard und die Cisco-Business-App – ohne CLI und ohne Abo-Lizenz; der C1300-24XTS läuft unter einem angepassten Linux-OS (nicht IOS XE).##Unterstützt der C1300-24XTS PoE?||Nein, der C1300-24XTS hat reine Datenports ohne PoE-Einspeisung.##Lässt sich der C1300-24XTS stapeln?||Ja, bis zu acht 24XTS-/Catalyst-1300-Switches lassen sich per Front-Panel-Stacking zu einem logischen System verbinden."
