Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
N7K-M148GS-11,,Switch,Switching-Kapazität,46 Gbit/s,8,Wertliste,Attribut
N7K-M148GS-11,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M148GS-11,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M148GS-11L,,Switch,Portanzahl,48,3,Wertliste,Attribut
N7K-M148GS-11L,,Switch,Port-Konfiguration,48× 1G-SFP,4,Wertliste,Attribut
N7K-M148GS-11L,,Switch,Switching-Kapazität,46 Gbit/s,8,Wertliste,Attribut
N7K-M148GS-11L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M148GS-11L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M108X2-12,,Switch,Portanzahl,8,3,Wertliste,Attribut
N7K-M108X2-12,,Switch,Port-Konfiguration,8× 10G-X2,4,Wertliste,Attribut
N7K-M108X2-12,,Switch,Switching-Kapazität,80 Gbit/s,8,Wertliste,Attribut
N7K-M108X2-12,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M108X2-12,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M108X2-12L,,Switch,Portanzahl,8,3,Wertliste,Attribut
N7K-M108X2-12L,,Switch,Port-Konfiguration,8× 10G-X2,4,Wertliste,Attribut
N7K-M108X2-12L,,Switch,Switching-Kapazität,80 Gbit/s,8,Wertliste,Attribut
N7K-M108X2-12L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M108X2-12L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M224XP-23L,,Switch,Portanzahl,24,3,Wertliste,Attribut
N7K-M224XP-23L,,Switch,Port-Konfiguration,24× 10G-SFP+,4,Wertliste,Attribut
N7K-M224XP-23L,,Switch,Switching-Kapazität,240 Gbit/s,8,Wertliste,Attribut
N7K-M224XP-23L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M224XP-23L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M206FQ-23L,,Switch,Portanzahl,6,3,Wertliste,Attribut
N7K-M206FQ-23L,,Switch,Port-Konfiguration,6× 40G-QSFP+,4,Wertliste,Attribut
N7K-M206FQ-23L,,Switch,Switching-Kapazität,240 Gbit/s,8,Wertliste,Attribut
N7K-M206FQ-23L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M206FQ-23L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M202CF-22L,,Switch,Portanzahl,2,3,Wertliste,Attribut
N7K-M202CF-22L,,Switch,Port-Konfiguration,2× 100G-CFP,4,Wertliste,Attribut
N7K-M202CF-22L,,Switch,Switching-Kapazität,200 Gbit/s,8,Wertliste,Attribut
N7K-M202CF-22L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M202CF-22L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M348XP-25L,,Switch,Portanzahl,48,3,Wertliste,Attribut
N7K-M348XP-25L,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N7K-M348XP-25L,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N7K-M348XP-25L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M348XP-25L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-M324FQ-25L,,Switch,Portanzahl,24,3,Wertliste,Attribut
N7K-M324FQ-25L,,Switch,Port-Konfiguration,24× 40G-QSFP+,4,Wertliste,Attribut
N7K-M324FQ-25L,,Switch,Switching-Kapazität,550 Gbit/s,8,Wertliste,Attribut
N7K-M324FQ-25L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-M324FQ-25L,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F132XP-15,,Switch,Portanzahl,32,3,Wertliste,Attribut
N7K-F132XP-15,,Switch,Port-Konfiguration,32× 1/10G-SFP+,4,Wertliste,Attribut
N7K-F132XP-15,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
N7K-F132XP-15,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F132XP-15,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F248XP-25,,Switch,Portanzahl,48,3,Wertliste,Attribut
N7K-F248XP-25,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N7K-F248XP-25,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N7K-F248XP-25,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F248XP-25,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F248XP-25E,,Switch,Portanzahl,48,3,Wertliste,Attribut
N7K-F248XP-25E,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N7K-F248XP-25E,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N7K-F248XP-25E,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F248XP-25E,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F248XT-25E,,Switch,Portanzahl,48,3,Wertliste,Attribut
N7K-F248XT-25E,,Switch,Port-Konfiguration,48× 1/10GBASE-T-RJ45,4,Wertliste,Attribut
N7K-F248XT-25E,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N7K-F248XT-25E,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F248XT-25E,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F348XP-25,,Switch,Portanzahl,48,3,Wertliste,Attribut
N7K-F348XP-25,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N7K-F348XP-25,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N7K-F348XP-25,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F348XP-25,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F312FQ-25,,Switch,Portanzahl,12,3,Wertliste,Attribut
N7K-F312FQ-25,,Switch,Port-Konfiguration,12× 40G-QSFP+,4,Wertliste,Attribut
N7K-F312FQ-25,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N7K-F312FQ-25,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F312FQ-25,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N7K-F306CK-25,,Switch,Portanzahl,6,3,Wertliste,Attribut
N7K-F306CK-25,,Switch,Port-Konfiguration,6× 100G-CPAK,4,Wertliste,Attribut
N7K-F306CK-25,,Switch,Switching-Kapazität,600 Gbit/s,8,Wertliste,Attribut
N7K-F306CK-25,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N7K-F306CK-25,,Switch,Kompatible Serie,Nexus 7000,20,Wertliste,Attribut
N77-F248XP-23E,,Switch,Portanzahl,48,3,Wertliste,Attribut
N77-F248XP-23E,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N77-F248XP-23E,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N77-F248XP-23E,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-F248XP-23E,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-F348XP-23,,Switch,Portanzahl,48,3,Wertliste,Attribut
N77-F348XP-23,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N77-F348XP-23,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N77-F348XP-23,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-F348XP-23,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-F324FQ-25,,Switch,Portanzahl,24,3,Wertliste,Attribut
N77-F324FQ-25,,Switch,Port-Konfiguration,24× 40G-QSFP+,4,Wertliste,Attribut
N77-F324FQ-25,,Switch,Switching-Kapazität,960 Gbit/s,8,Wertliste,Attribut
N77-F324FQ-25,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-F324FQ-25,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-F312CK-26,,Switch,Portanzahl,12,3,Wertliste,Attribut
N77-F312CK-26,,Switch,Port-Konfiguration,12× 100G-CPAK,4,Wertliste,Attribut
N77-F312CK-26,,Switch,Switching-Kapazität,"1,2 Tbit/s",8,Wertliste,Attribut
N77-F312CK-26,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-F312CK-26,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-F430CQ-36,,Switch,Portanzahl,30,3,Wertliste,Attribut
N77-F430CQ-36,,Switch,Port-Konfiguration,30× 100G-QSFP28,4,Wertliste,Attribut
N77-F430CQ-36,,Switch,Switching-Kapazität,3 Tbit/s,8,Wertliste,Attribut
N77-F430CQ-36,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-F430CQ-36,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-M348XP-23L,,Switch,Portanzahl,48,3,Wertliste,Attribut
N77-M348XP-23L,,Switch,Port-Konfiguration,48× 1/10G-SFP+,4,Wertliste,Attribut
N77-M348XP-23L,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
N77-M348XP-23L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-M348XP-23L,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-M324FQ-25L,,Switch,Portanzahl,24,3,Wertliste,Attribut
N77-M324FQ-25L,,Switch,Port-Konfiguration,24× 40G-QSFP+,4,Wertliste,Attribut
N77-M324FQ-25L,,Switch,Switching-Kapazität,960 Gbit/s,8,Wertliste,Attribut
N77-M324FQ-25L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-M324FQ-25L,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
N77-M312CQ-26L,,Switch,Portanzahl,12,3,Wertliste,Attribut
N77-M312CQ-26L,,Switch,Port-Konfiguration,12× 100G-QSFP28,4,Wertliste,Attribut
N77-M312CQ-26L,,Switch,Switching-Kapazität,"1,2 Tbit/s",8,Wertliste,Attribut
N77-M312CQ-26L,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
N77-M312CQ-26L,,Switch,Kompatible Serie,Nexus 7700,20,Wertliste,Attribut
