Artikelnummer,FAQ
N77-C7706-FAB-2,"Wofür wird die N77-C7706-FAB-2 verwendet?||Die N77-C7706-FAB-2 ist ein Switch-Fabric-Modul (Fabric-Modul) für die Cisco-Nexus 7700-Chassis und stellt die Switch-Fabric-Kapazität des Chassis bereit.##In welche Chassis passt die N77-C7706-FAB-2?||Die N77-C7706-FAB-2 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-C7706-FAB-2 ein eigenständiger Switch?||Nein – die N77-C7706-FAB-2 ist ein Fabric-Modul und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-C7706-FAB-2 ungebraucht?||Ja – Hexwaren führt die N77-C7706-FAB-2 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-C7710-FAB-2,"Wofür wird die N77-C7710-FAB-2 verwendet?||Die N77-C7710-FAB-2 ist ein Switch-Fabric-Modul (Fabric-Modul) für die Cisco-Nexus 7700-Chassis und stellt die Switch-Fabric-Kapazität des Chassis bereit.##In welche Chassis passt die N77-C7710-FAB-2?||Die N77-C7710-FAB-2 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-C7710-FAB-2 ein eigenständiger Switch?||Nein – die N77-C7710-FAB-2 ist ein Fabric-Modul und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-C7710-FAB-2 ungebraucht?||Ja – Hexwaren führt die N77-C7710-FAB-2 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-C7718-FAB-2,"Wofür wird die N77-C7718-FAB-2 verwendet?||Die N77-C7718-FAB-2 ist ein Switch-Fabric-Modul (Fabric-Modul) für die Cisco-Nexus 7700-Chassis und stellt die Switch-Fabric-Kapazität des Chassis bereit.##In welche Chassis passt die N77-C7718-FAB-2?||Die N77-C7718-FAB-2 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-C7718-FAB-2 ein eigenständiger Switch?||Nein – die N77-C7718-FAB-2 ist ein Fabric-Modul und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-C7718-FAB-2 ungebraucht?||Ja – Hexwaren führt die N77-C7718-FAB-2 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-C7706-FAB-3,"Wofür wird die N77-C7706-FAB-3 verwendet?||Die N77-C7706-FAB-3 ist ein Switch-Fabric-Modul (Fabric-Modul) für die Cisco-Nexus 7700-Chassis und stellt die Switch-Fabric-Kapazität des Chassis bereit.##In welche Chassis passt die N77-C7706-FAB-3?||Die N77-C7706-FAB-3 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-C7706-FAB-3 ein eigenständiger Switch?||Nein – die N77-C7706-FAB-3 ist ein Fabric-Modul und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-C7706-FAB-3 ungebraucht?||Ja – Hexwaren führt die N77-C7706-FAB-3 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-C7710-FAB-3,"Wofür wird die N77-C7710-FAB-3 verwendet?||Die N77-C7710-FAB-3 ist ein Switch-Fabric-Modul (Fabric-Modul) für die Cisco-Nexus 7700-Chassis und stellt die Switch-Fabric-Kapazität des Chassis bereit.##In welche Chassis passt die N77-C7710-FAB-3?||Die N77-C7710-FAB-3 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-C7710-FAB-3 ein eigenständiger Switch?||Nein – die N77-C7710-FAB-3 ist ein Fabric-Modul und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-C7710-FAB-3 ungebraucht?||Ja – Hexwaren führt die N77-C7710-FAB-3 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N7K-M132XP-12,"Wofür wird die N7K-M132XP-12 verwendet?||Die N7K-M132XP-12 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 32 Ports bereit (32× 10G-SFP+).##In welche Chassis passt die N7K-M132XP-12?||Die N7K-M132XP-12 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M132XP-12 ein eigenständiger Switch?||Nein – die N7K-M132XP-12 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M132XP-12 ungebraucht?||Ja – Hexwaren führt die N7K-M132XP-12 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M132XP-12L,"Wofür wird die N7K-M132XP-12L verwendet?||Die N7K-M132XP-12L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 32 Ports bereit (32× 10G-SFP+).##In welche Chassis passt die N7K-M132XP-12L?||Die N7K-M132XP-12L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M132XP-12L ein eigenständiger Switch?||Nein – die N7K-M132XP-12L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M132XP-12L ungebraucht?||Ja – Hexwaren führt die N7K-M132XP-12L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M148GT-11,"Wofür wird die N7K-M148GT-11 verwendet?||Die N7K-M148GT-11 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 10/100/1000-RJ45).##In welche Chassis passt die N7K-M148GT-11?||Die N7K-M148GT-11 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M148GT-11 ein eigenständiger Switch?||Nein – die N7K-M148GT-11 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M148GT-11 ungebraucht?||Ja – Hexwaren führt die N7K-M148GT-11 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M148GT-11L,"Wofür wird die N7K-M148GT-11L verwendet?||Die N7K-M148GT-11L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 10/100/1000-RJ45).##In welche Chassis passt die N7K-M148GT-11L?||Die N7K-M148GT-11L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M148GT-11L ein eigenständiger Switch?||Nein – die N7K-M148GT-11L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M148GT-11L ungebraucht?||Ja – Hexwaren führt die N7K-M148GT-11L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M148GS-11,"Wofür wird die N7K-M148GS-11 verwendet?||Die N7K-M148GS-11 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1G-SFP).##In welche Chassis passt die N7K-M148GS-11?||Die N7K-M148GS-11 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M148GS-11 ein eigenständiger Switch?||Nein – die N7K-M148GS-11 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M148GS-11 ungebraucht?||Ja – Hexwaren führt die N7K-M148GS-11 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M148GS-11L,"Wofür wird die N7K-M148GS-11L verwendet?||Die N7K-M148GS-11L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1G-SFP).##In welche Chassis passt die N7K-M148GS-11L?||Die N7K-M148GS-11L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M148GS-11L ein eigenständiger Switch?||Nein – die N7K-M148GS-11L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M148GS-11L ungebraucht?||Ja – Hexwaren führt die N7K-M148GS-11L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M108X2-12,"Wofür wird die N7K-M108X2-12 verwendet?||Die N7K-M108X2-12 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 8 Ports bereit (8× 10G-X2).##In welche Chassis passt die N7K-M108X2-12?||Die N7K-M108X2-12 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M108X2-12 ein eigenständiger Switch?||Nein – die N7K-M108X2-12 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M108X2-12 ungebraucht?||Ja – Hexwaren führt die N7K-M108X2-12 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M108X2-12L,"Wofür wird die N7K-M108X2-12L verwendet?||Die N7K-M108X2-12L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 8 Ports bereit (8× 10G-X2).##In welche Chassis passt die N7K-M108X2-12L?||Die N7K-M108X2-12L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M108X2-12L ein eigenständiger Switch?||Nein – die N7K-M108X2-12L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M108X2-12L ungebraucht?||Ja – Hexwaren führt die N7K-M108X2-12L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M224XP-23L,"Wofür wird die N7K-M224XP-23L verwendet?||Die N7K-M224XP-23L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 24 Ports bereit (24× 10G-SFP+).##In welche Chassis passt die N7K-M224XP-23L?||Die N7K-M224XP-23L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M224XP-23L ein eigenständiger Switch?||Nein – die N7K-M224XP-23L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M224XP-23L ungebraucht?||Ja – Hexwaren führt die N7K-M224XP-23L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M206FQ-23L,"Wofür wird die N7K-M206FQ-23L verwendet?||Die N7K-M206FQ-23L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 6 Ports bereit (6× 40G-QSFP+).##In welche Chassis passt die N7K-M206FQ-23L?||Die N7K-M206FQ-23L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M206FQ-23L ein eigenständiger Switch?||Nein – die N7K-M206FQ-23L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M206FQ-23L ungebraucht?||Ja – Hexwaren führt die N7K-M206FQ-23L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M202CF-22L,"Wofür wird die N7K-M202CF-22L verwendet?||Die N7K-M202CF-22L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 2 Ports bereit (2× 100G-CFP).##In welche Chassis passt die N7K-M202CF-22L?||Die N7K-M202CF-22L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M202CF-22L ein eigenständiger Switch?||Nein – die N7K-M202CF-22L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M202CF-22L ungebraucht?||Ja – Hexwaren führt die N7K-M202CF-22L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M348XP-25L,"Wofür wird die N7K-M348XP-25L verwendet?||Die N7K-M348XP-25L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N7K-M348XP-25L?||Die N7K-M348XP-25L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M348XP-25L ein eigenständiger Switch?||Nein – die N7K-M348XP-25L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M348XP-25L ungebraucht?||Ja – Hexwaren führt die N7K-M348XP-25L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-M324FQ-25L,"Wofür wird die N7K-M324FQ-25L verwendet?||Die N7K-M324FQ-25L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 24 Ports bereit (24× 40G-QSFP+).##In welche Chassis passt die N7K-M324FQ-25L?||Die N7K-M324FQ-25L ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-M324FQ-25L ein eigenständiger Switch?||Nein – die N7K-M324FQ-25L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-M324FQ-25L ungebraucht?||Ja – Hexwaren führt die N7K-M324FQ-25L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-F132XP-15,"Wofür wird die N7K-F132XP-15 verwendet?||Die N7K-F132XP-15 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 32 Ports bereit (32× 1/10G-SFP+).##In welche Chassis passt die N7K-F132XP-15?||Die N7K-F132XP-15 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F132XP-15 ein eigenständiger Switch?||Nein – die N7K-F132XP-15 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F132XP-15 ungebraucht?||Ja – Hexwaren führt die N7K-F132XP-15 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-F248XP-25,"Wofür wird die N7K-F248XP-25 verwendet?||Die N7K-F248XP-25 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N7K-F248XP-25?||Die N7K-F248XP-25 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F248XP-25 ein eigenständiger Switch?||Nein – die N7K-F248XP-25 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F248XP-25 ungebraucht?||Ja – Hexwaren führt die N7K-F248XP-25 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-F248XP-25E,"Wofür wird die N7K-F248XP-25E verwendet?||Die N7K-F248XP-25E ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N7K-F248XP-25E?||Die N7K-F248XP-25E ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F248XP-25E ein eigenständiger Switch?||Nein – die N7K-F248XP-25E ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F248XP-25E ungebraucht?||Ja – Hexwaren führt die N7K-F248XP-25E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-F248XT-25E,"Wofür wird die N7K-F248XT-25E verwendet?||Die N7K-F248XT-25E ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1/10GBASE-T-RJ45).##In welche Chassis passt die N7K-F248XT-25E?||Die N7K-F248XT-25E ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F248XT-25E ein eigenständiger Switch?||Nein – die N7K-F248XT-25E ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F248XT-25E ungebraucht?||Ja – Hexwaren führt die N7K-F248XT-25E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
