Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
40G-LR4-QSFP10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-QSFP-LR4-INT,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-QSFP-ER4-1,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFPZ5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP4SFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP4SFP2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP4SFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACP-QSFP4SFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACA-QSFP4SFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACA-QSFP4SFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-DACA-QSFP4SFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-AOC-QSFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-AOC-QSFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-AOC-QSFP10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-AOC-QSFP20M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-AOC-QSFP100,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-AOC-QSFP4SFP10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-SR-SFP100M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10502,,condition,Funktionsattribut,Wertliste,Deutsch,new
10503,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-LR-SFP10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-ER-SFP40KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-DACP-SFPZ5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-DACP-SFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-DACP-SFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
25G-DACP-SFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DDZ5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DD1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DD3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DD5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DD2SFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DD2SFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-SFP-DD2SFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-QSFP1SFP-DD1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-QSFP1SFP-DD3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
20G-DACP-QSFP1SFP-DD5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10338,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-USR-SFP100M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-SR-SFP300M-ET,,condition,Funktionsattribut,Wertliste,Deutsch,new
10303,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-LR-SFP10KM-ET,,condition,Funktionsattribut,Wertliste,Deutsch,new
10GB-BX10-D,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-ER-SFP40KM-ET,,condition,Funktionsattribut,Wertliste,Deutsch,new
10GB-BX40-D,,condition,Funktionsattribut,Wertliste,Deutsch,new
10GB-ZR-SFPP,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-DACP-QSFPZ5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-DACA-SFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-DACA-SFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-DACA-SFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-AOC-SFP7M,,condition,Funktionsattribut,Wertliste,Deutsch,new
10G-AOC-SFP10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
1G-SFP-000190,,condition,Funktionsattribut,Wertliste,Deutsch,new
1G-SFP-SX-OM,,condition,Funktionsattribut,Wertliste,Deutsch,new
MGBIC-LC03,,condition,Funktionsattribut,Wertliste,Deutsch,new
10056H,,condition,Funktionsattribut,Wertliste,Deutsch,new
10060,,condition,Funktionsattribut,Wertliste,Deutsch,new
MGBIC-BX40-D,,condition,Funktionsattribut,Wertliste,Deutsch,new
10053H,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-DR4-QSFPDD500M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-FR4-QSFPDD2KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-LR4-QSFPDD10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-SR8-QSFPDD100M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-DR4X-QSFPDD2KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DR-SFPDD500M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-FR-SFPDD,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-LR-SFPDD,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-PSM4-QSFP10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-AOC-QSFPDD5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-AOC-QSFPDD10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-AOC-QSFPDD20M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-DACP-QSFPDD1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-DACP-QSFPDD2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-DACP-QSFPDD2.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-DACP-QSFPDD3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
