Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
JL322A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
JL322A,,Switch,Anwendung,Layer-3-Campus-Access und -Aggregation (ArubaOS-Switch) mit VSF-Backplane-Stacking,15,Wertliste,Attribut
JL323A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL323A,,Switch,Layer,L3,2,Wertliste,Attribut
JL323A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JL323A,,Switch,Port-Konfiguration,"36× 10/100/1000BASE-T (Class 4 PoE+, 30 W) + 4× Combo (10/100/1000BASE-T PoE+ oder SFP) + 8× HPE Smart Rate (100M/1/2.5/5/10G, Class 4 PoE+, 30 W)",4,Wertliste,Attribut
JL323A,,Switch,Port-Geschwindigkeit,100M/1/2.5/5/10 GbE (HPE Smart Rate),5,Wertliste,Attribut
JL323A,,Switch,Uplink-Ports,"1 Uplink-Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
JL323A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 1.440 W)",7,Wertliste,Attribut
JL323A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
JL323A,,Switch,Durchsatz,112 Mpps,9,Wertliste,Attribut
JL323A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL323A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
JL323A,,Switch,Kühlung,Lüftergekühlt (Airflow front-to-back),12,Wertliste,Attribut
JL323A,,Switch,Stacking,"Backplane-Stacking (VSF, Ring bis 10 Einheiten, 100 Gbit/s je Switch; optionales Stacking-Modul)",13,Wertliste,Attribut
JL323A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
JL323A,,Switch,Anwendung,Layer-3-Campus-Access und -Aggregation (ArubaOS-Switch) mit VSF-Backplane-Stacking,15,Wertliste,Attribut
JL324A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL324A,,Switch,Layer,L3,2,Wertliste,Attribut
JL324A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JL324A,,Switch,Port-Konfiguration,"24× HPE Smart Rate 100M/1/2.5/5G-BASE-T (Class 4 PoE+, 30 W)",4,Wertliste,Attribut
JL324A,,Switch,Port-Geschwindigkeit,100M/1/2.5/5 GbE (HPE Smart Rate),5,Wertliste,Attribut
JL324A,,Switch,Uplink-Ports,"1 Uplink-Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
JL324A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 840 W)",7,Wertliste,Attribut
JL324A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
JL324A,,Switch,Durchsatz,112 Mpps,9,Wertliste,Attribut
JL324A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL324A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
JL324A,,Switch,Kühlung,Lüftergekühlt (Airflow front-to-back),12,Wertliste,Attribut
JL324A,,Switch,Stacking,"Backplane-Stacking (VSF, Ring bis 10 Einheiten, 100 Gbit/s je Switch; optionales Stacking-Modul)",13,Wertliste,Attribut
JL324A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL324A,,Switch,Anwendung,Layer-3-Campus-Access und -Aggregation (ArubaOS-Switch) mit VSF-Backplane-Stacking,15,Wertliste,Attribut
R0M67A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
R0M67A,,Switch,Layer,L3,2,Wertliste,Attribut
R0M67A,,Switch,Portanzahl,48,3,Wertliste,Attribut
R0M67A,,Switch,Port-Konfiguration,"36× 10/100/1000BASE-T (Class 6 PoE, 60 W) + 4× Combo (10/100/1000BASE-T Class 6 oder SFP) + 8× HPE Smart Rate (100M/1/2.5/5/10G, Class 6 PoE, 60 W)",4,Wertliste,Attribut
R0M67A,,Switch,Port-Geschwindigkeit,100M/1/2.5/5/10 GbE (HPE Smart Rate),5,Wertliste,Attribut
R0M67A,,Switch,Uplink-Ports,"1 Uplink-Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
R0M67A,,Switch,PoE,"Ja (IEEE 802.3bt Class 6, 60 W/Port, Budget 1.440 W)",7,Wertliste,Attribut
R0M67A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
R0M67A,,Switch,Durchsatz,112 Mpps,9,Wertliste,Attribut
R0M67A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
R0M67A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
R0M67A,,Switch,Kühlung,Lüftergekühlt (Airflow front-to-back),12,Wertliste,Attribut
R0M67A,,Switch,Stacking,"Backplane-Stacking (VSF, Ring bis 10 Einheiten, 100 Gbit/s je Switch; optionales Stacking-Modul)",13,Wertliste,Attribut
R0M67A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
R0M67A,,Switch,Anwendung,Layer-3-Campus-Access und -Aggregation (ArubaOS-Switch) mit VSF-Backplane-Stacking,15,Wertliste,Attribut
R0M68A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
R0M68A,,Switch,Layer,L3,2,Wertliste,Attribut
R0M68A,,Switch,Portanzahl,24,3,Wertliste,Attribut
R0M68A,,Switch,Port-Konfiguration,"24× HPE Smart Rate 100M/1/2.5/5G-BASE-T (Class 6 PoE, 60 W)",4,Wertliste,Attribut
R0M68A,,Switch,Port-Geschwindigkeit,100M/1/2.5/5 GbE (HPE Smart Rate),5,Wertliste,Attribut
R0M68A,,Switch,Uplink-Ports,"1 Uplink-Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
R0M68A,,Switch,PoE,"Ja (IEEE 802.3bt Class 6, 60 W/Port, Budget 1.440 W)",7,Wertliste,Attribut
R0M68A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
R0M68A,,Switch,Durchsatz,112 Mpps,9,Wertliste,Attribut
R0M68A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
R0M68A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
R0M68A,,Switch,Kühlung,Lüftergekühlt (Airflow front-to-back),12,Wertliste,Attribut
R0M68A,,Switch,Stacking,"Backplane-Stacking (VSF, Ring bis 10 Einheiten, 100 Gbit/s je Switch; optionales Stacking-Modul)",13,Wertliste,Attribut
R0M68A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
R0M68A,,Switch,Anwendung,Layer-3-Campus-Access und -Aggregation (ArubaOS-Switch) mit VSF-Backplane-Stacking,15,Wertliste,Attribut
