Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
FN-TRAN-SFP+ERI,"595,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-BX40
FN-TRAN-SFP+ZR,"1.275,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-ZR
FN-TRAN-SFP+GC,"168,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-SR
FN-TRAN-SFP+GC-T80,"168,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-SR
FN-TRAN-SFP28-LR,"476,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,25G-LR
FN-TRAN-SFP28-SR,"221,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,25G-SR
FN-TRAN-QSFP+SR,"298,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-SR
FN-TRAN-QSFP+ER,"2.550,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-ER
FG-TRAN-QSFP+SR-BIDI,"298,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-SR
FN-TRAN-QSFP+BIDI,"298,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-SR
FN-TRAN-QSFP+LR,"1.190,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-LR
FN-TRAN-QSFP+LRI,"1.190,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-LR
FN-TRAN-SFP56-SR,"357,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,50G-SR
FN-TRAN-FX,"85,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,1G-SR
FN-TRAN-SFX,"85,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,1G-SR
FN-TRAN-FE-4PACK,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FG-TRAN-CFP2-LR4,"2.380,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-LR
FG-TRAN-CFP2-SR10,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FN-TRAN-QSFP28-SR,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FN-TRAN-QSFP28-LR,"2.380,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-LR
FN-TRAN-QSFP28-FR,"765,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-FR
FN-TRAN-QSFP28-ER,"2.975,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-ER
FN-TRAN-QSFP28-DR,"595,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DR
FN-TRAN-QSFP28-CWDM4,"1.275,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-CWDM4
FN-TRAN-QSFP28-BIDI,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FN-TRAN-QSFP28-BIDI-I,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FN-TRAN-QSFP56-SR4,"1.870,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,200G-SR
FN-TRAN-QSFP56-FR4,"2.720,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,200G-FR
FN-TRAN-QSFPDD-SR8,"2.040,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-SR
FN-TRAN-QSFPDD-DR4,"2.040,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DR
FN-TRAN-QSFPDD-LR4,"3.825,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-LR
FN-TRAN-QSFPDD-FR4,"2.380,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-FR
FN-TRAN-QSFPDD-DR4+,"2.040,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DR
SP-CABLE-ADASFP+,"153,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-DAC-10m
FN-CABLE-SFP+1,"76,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-DAC-1m
FN-CABLE-SFP+3,"94,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-DAC-3m
FN-CABLE-SFP+5,"110,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,10G-DAC-5m
FN-CABLE-SFP28-1,"91,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,25G-DAC-1m
FN-CABLE-SFP28-3,"111,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,25G-DAC-3m
FN-CABLE-SFP28-5,"132,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,25G-DAC-5m
FN-CABLE-QSFP+1,"87,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-DAC-1m
FN-CABLE-QSFP+3,"107,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-DAC-3m
FN-CABLE-QSFP+5,"128,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-DAC-5m
FN-CABLE-QSFP+7-4PACK,"148,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-DAC-7m
FG-TRAN-QSFP-4XSFP,"298,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-SR
FG-TRAN-QSFP-4SFP-5,"298,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,40G-SR
FN-CABLE-SFP56-DAC-L1,"103,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,50G-DAC-1m
FN-CABLE-SFP56-DAC-LB5,"129,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,50G-DAC-2.5m
FG-CABLE-SR10-SFP+,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FG-CABLE-SR10-SFP+5,"408,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-SR
FN-CABLE-QSFP28-1,"166,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-1m
FN-CABLE-QSFP28-2,"191,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-2m
FN-CABLE-QSFP28-3,"217,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-3m
FN-CABLE-QSFP28-5,"268,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-5m
FN-CABLE-QSFP28-4SFP28-1,"166,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-1m
FN-CABLE-QSFP28-4SFP28-3,"217,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-3m
FN-CABLE-QSFP28-4SFP28-5,"268,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,100G-DAC-5m
FN-CABLE-QSFP56-DAC-L1,"259,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,200G-DAC-1m
FN-CABLE-QSFP56-DAC-LB5,"304,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,200G-DAC-2.5m
FN-CABLE-QSFPDD-DAC-01,"370,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DAC-1m
FN-CABLE-QSFPDD-DAC-B5,"440,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DAC-2.5m
FN-CABLE-QSFPDD-AOC-03,"748,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-AOC-3m
FN-CABLE-QSFPDD-2QSFP56-L1,"370,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DAC-1m
FN-CABLE-QSFPDD-2QSFP56-LB5,"440,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DAC-2.5m
FN-CABLE-QSFPDD-8SFP56-L1,"370,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DAC-1m
FN-CABLE-QSFPDD-8SFP56-LB5,"440,00","Fortinet mainstream 0,85× der Cisco-Referenz; genuine FN-TRAN-* (Fortinet-eigene PNs; ≫ Kompatibel)",geschätzt-aus-Vergleich,400G-DAC-2.5m
