Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
WS-X4648-RJ45V-E,,Switch,Switching-Kapazität,24 Gbit/s je Steckplatz,8,Wertliste,Attribut
WS-X4648-RJ45V-E,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
WS-X4648-RJ45V-E,,Switch,Kompatible Serie,Catalyst 4500-E,20,Wertliste,Attribut
WS-X4648-RJ45V+E,,Switch,Portanzahl,48,3,Wertliste,Attribut
WS-X4648-RJ45V+E,,Switch,Port-Konfiguration,48× 10/100/1000-RJ45 (PoE+),4,Wertliste,Attribut
WS-X4648-RJ45V+E,,Switch,PoE,802.3af PoE / 802.3at PoE+ (30 W/Port),7,Wertliste,Attribut
WS-X4648-RJ45V+E,,Switch,Switching-Kapazität,24 Gbit/s je Steckplatz,8,Wertliste,Attribut
WS-X4648-RJ45V+E,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
WS-X4648-RJ45V+E,,Switch,Kompatible Serie,Catalyst 4500-E,20,Wertliste,Attribut
WS-X4606-X2-E,,Switch,Portanzahl,6,3,Wertliste,Attribut
WS-X4606-X2-E,,Switch,Port-Konfiguration,6× 10G-X2,4,Wertliste,Attribut
WS-X4606-X2-E,,Switch,Switching-Kapazität,24 Gbit/s je Steckplatz,8,Wertliste,Attribut
WS-X4606-X2-E,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
WS-X4606-X2-E,,Switch,Kompatible Serie,Catalyst 4500-E,20,Wertliste,Attribut
