Artikelnummer,FAQ
WS-X4748-RJ45-E,"Wofür wird die WS-X4748-RJ45-E verwendet?||Die WS-X4748-RJ45-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 48 Ports bereit (48× 10/100/1000-RJ45).##In welche Chassis passt die WS-X4748-RJ45-E?||Die WS-X4748-RJ45-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4748-RJ45-E ein eigenständiger Switch?||Nein – die WS-X4748-RJ45-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4748-RJ45-E ungebraucht?||Ja – Hexwaren führt die WS-X4748-RJ45-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4748-SFP-E,"Wofür wird die WS-X4748-SFP-E verwendet?||Die WS-X4748-SFP-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 48 Ports bereit (48× 1G-SFP).##In welche Chassis passt die WS-X4748-SFP-E?||Die WS-X4748-SFP-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4748-SFP-E ein eigenständiger Switch?||Nein – die WS-X4748-SFP-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4748-SFP-E ungebraucht?||Ja – Hexwaren führt die WS-X4748-SFP-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4712-SFP+E,"Wofür wird die WS-X4712-SFP+E verwendet?||Die WS-X4712-SFP+E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 12 Ports bereit (12× 10G-SFP+).##In welche Chassis passt die WS-X4712-SFP+E?||Die WS-X4712-SFP+E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4712-SFP+E ein eigenständiger Switch?||Nein – die WS-X4712-SFP+E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4712-SFP+E ungebraucht?||Ja – Hexwaren führt die WS-X4712-SFP+E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4724-SFP-E,"Wofür wird die WS-X4724-SFP-E verwendet?||Die WS-X4724-SFP-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 24 Ports bereit (24× 1G-SFP).##In welche Chassis passt die WS-X4724-SFP-E?||Die WS-X4724-SFP-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4724-SFP-E ein eigenständiger Switch?||Nein – die WS-X4724-SFP-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4724-SFP-E ungebraucht?||Ja – Hexwaren führt die WS-X4724-SFP-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4712-SFP-E,"Wofür wird die WS-X4712-SFP-E verwendet?||Die WS-X4712-SFP-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 12 Ports bereit (12× 1G-SFP).##In welche Chassis passt die WS-X4712-SFP-E?||Die WS-X4712-SFP-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4712-SFP-E ein eigenständiger Switch?||Nein – die WS-X4712-SFP-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4712-SFP-E ungebraucht?||Ja – Hexwaren führt die WS-X4712-SFP-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4624-SFP-E,"Wofür wird die WS-X4624-SFP-E verwendet?||Die WS-X4624-SFP-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 24 Ports bereit (24× 1G-SFP).##In welche Chassis passt die WS-X4624-SFP-E?||Die WS-X4624-SFP-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4624-SFP-E ein eigenständiger Switch?||Nein – die WS-X4624-SFP-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4624-SFP-E ungebraucht?||Ja – Hexwaren führt die WS-X4624-SFP-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4612-SFP-E,"Wofür wird die WS-X4612-SFP-E verwendet?||Die WS-X4612-SFP-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 12 Ports bereit (12× 1G-SFP).##In welche Chassis passt die WS-X4612-SFP-E?||Die WS-X4612-SFP-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4612-SFP-E ein eigenständiger Switch?||Nein – die WS-X4612-SFP-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4612-SFP-E ungebraucht?||Ja – Hexwaren führt die WS-X4612-SFP-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4640-CSFP-E,"Wofür wird die WS-X4640-CSFP-E verwendet?||Die WS-X4640-CSFP-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 40 Ports bereit (40× 1G-SFP).##In welche Chassis passt die WS-X4640-CSFP-E?||Die WS-X4640-CSFP-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4640-CSFP-E ein eigenständiger Switch?||Nein – die WS-X4640-CSFP-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4640-CSFP-E ungebraucht?||Ja – Hexwaren führt die WS-X4640-CSFP-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4648-RJ45-E,"Wofür wird die WS-X4648-RJ45-E verwendet?||Die WS-X4648-RJ45-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 48 Ports bereit (48× 10/100/1000-RJ45).##In welche Chassis passt die WS-X4648-RJ45-E?||Die WS-X4648-RJ45-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4648-RJ45-E ein eigenständiger Switch?||Nein – die WS-X4648-RJ45-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4648-RJ45-E ungebraucht?||Ja – Hexwaren führt die WS-X4648-RJ45-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4648-RJ45V-E,"Wofür wird die WS-X4648-RJ45V-E verwendet?||Die WS-X4648-RJ45V-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 48 Ports bereit (48× 10/100/1000-RJ45 (PoE)).##In welche Chassis passt die WS-X4648-RJ45V-E?||Die WS-X4648-RJ45V-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4648-RJ45V-E ein eigenständiger Switch?||Nein – die WS-X4648-RJ45V-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4648-RJ45V-E ungebraucht?||Ja – Hexwaren führt die WS-X4648-RJ45V-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4648-RJ45V+E,"Wofür wird die WS-X4648-RJ45V+E verwendet?||Die WS-X4648-RJ45V+E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 48 Ports bereit (48× 10/100/1000-RJ45 (PoE+)).##In welche Chassis passt die WS-X4648-RJ45V+E?||Die WS-X4648-RJ45V+E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4648-RJ45V+E ein eigenständiger Switch?||Nein – die WS-X4648-RJ45V+E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4648-RJ45V+E ungebraucht?||Ja – Hexwaren führt die WS-X4648-RJ45V+E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
WS-X4606-X2-E,"Wofür wird die WS-X4606-X2-E verwendet?||Die WS-X4606-X2-E ist eine I/O-Linecard (Linecard) für die Cisco-Catalyst 4500-E-Chassis und stellt 6 Ports bereit (6× 10G-X2).##In welche Chassis passt die WS-X4606-X2-E?||Die WS-X4606-X2-E ist mit den Catalyst 4500-E-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die WS-X4606-X2-E ein eigenständiger Switch?||Nein – die WS-X4606-X2-E ist ein Linecard und benötigt ein kompatibles Catalyst 4500-E-Chassis; sie wird nicht eigenständig betrieben.##Ist die WS-X4606-X2-E ungebraucht?||Ja – Hexwaren führt die WS-X4606-X2-E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Catalyst 4500-E-Installationen."
