Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
JH364A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H (12904E)",20,Wertliste,Attribut
JL841A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JL841A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type X (12904E)",20,Wertliste,Attribut
R9F14A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
R9F14A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H2 (12904E)",20,Wertliste,Attribut
JH257A,,Switch,Switching-Kapazität,"5,0 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JH257A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JH257A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type F (12908E)",20,Wertliste,Attribut
JH362A,,Switch,Switching-Kapazität,"14,4 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JH362A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JH362A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H (12908E)",20,Wertliste,Attribut
JL842A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JL842A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type X (12908E)",20,Wertliste,Attribut
R9F15A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
R9F15A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H2 (12908E)",20,Wertliste,Attribut
JH252A,,Switch,Switching-Kapazität,"10,0 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JH252A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JH252A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type F (12916E)",20,Wertliste,Attribut
JH361A,,Switch,Switching-Kapazität,"21,6 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JH361A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JH361A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H (12916E)",20,Wertliste,Attribut
JH435A,,Switch,Switching-Kapazität,"43,2 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JH435A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JH435A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H (12916E)",20,Wertliste,Attribut
JG622A,,Switch,Switching-Kapazität,"1,92 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JG622A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JG622A,,Switch,Kompatible Serie,"HPE FlexFabric 12910, Type A (Legacy, JG619A)",20,Wertliste,Attribut
JG623A,,Switch,Switching-Kapazität,"3,84 Tbit/s (Fabric-Modul)",8,Wertliste,Attribut
JG623A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JG623A,,Switch,Kompatible Serie,"HPE FlexFabric 12910, Type B (Legacy, JG619A)",20,Wertliste,Attribut
JH357A,,Switch,Portanzahl,36,3,Wertliste,Attribut
JH357A,,Switch,Port-Konfiguration,36× QSFP28 (100GbE),4,Wertliste,Attribut
JH357A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH357A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HB",20,Wertliste,Attribut
JH359A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH359A,,Switch,Port-Konfiguration,48× QSFP+ (40GbE),4,Wertliste,Attribut
JH359A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH359A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HB",20,Wertliste,Attribut
JH360A,,Switch,Portanzahl,50,3,Wertliste,Attribut
JH360A,,Switch,Port-Konfiguration,48× SFP+ (10GbE) + 2× QSFP28 (100GbE),4,Wertliste,Attribut
JH360A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH360A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HB",20,Wertliste,Attribut
JH422A,,Switch,Portanzahl,36,3,Wertliste,Attribut
JH422A,,Switch,Port-Konfiguration,18× QSFP28 (100GbE) + 18× QSFP+ (40GbE),4,Wertliste,Attribut
JH422A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH422A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HB",20,Wertliste,Attribut
JH425A,,Switch,Portanzahl,36,3,Wertliste,Attribut
JH425A,,Switch,Port-Konfiguration,18× QSFP28 (100GbE) + 18× QSFP+ (40GbE),4,Wertliste,Attribut
JH425A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH425A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HF",20,Wertliste,Attribut
JH045A,,Switch,Portanzahl,36,3,Wertliste,Attribut
JH045A,,Switch,Port-Konfiguration,36× QSFP+ (40GbE),4,Wertliste,Attribut
JH045A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH045A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JQ061A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JQ061A,,Switch,Port-Konfiguration,48× SFP+ (10GbE),4,Wertliste,Attribut
JQ061A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JQ061A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HF",20,Wertliste,Attribut
JL846A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JL846A,,Switch,Port-Konfiguration,48× SFP+ (1/10GbE),4,Wertliste,Attribut
JL846A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JL846A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type X",20,Wertliste,Attribut
JL847A,,Switch,Portanzahl,36,3,Wertliste,Attribut
JL847A,,Switch,Port-Konfiguration,36× QSFP+ (40GbE),4,Wertliste,Attribut
JL847A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JL847A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type X",20,Wertliste,Attribut
JL848A,,Switch,Portanzahl,36,3,Wertliste,Attribut
JL848A,,Switch,Port-Konfiguration,36× QSFP28 (100GbE),4,Wertliste,Attribut
JL848A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JL848A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type X",20,Wertliste,Attribut
R9F19A,,Switch,Portanzahl,24,3,Wertliste,Attribut
R9F19A,,Switch,Port-Konfiguration,24× QSFP-DD (400GbE),4,Wertliste,Attribut
R9F19A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R9F19A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H2",20,Wertliste,Attribut
R9F20A,,Switch,Portanzahl,48,3,Wertliste,Attribut
R9F20A,,Switch,Port-Konfiguration,48× QSFP28 (100GbE),4,Wertliste,Attribut
R9F20A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R9F20A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type H2",20,Wertliste,Attribut
JH953A,,Switch,Portanzahl,26,3,Wertliste,Attribut
JH953A,,Switch,Port-Konfiguration,24× SFP+ (10GbE) + 2× QSFP+ (40GbE) + ein Sub-Slot für ein 5900-Submodul,4,Wertliste,Attribut
JH953A,,Switch,Modultyp,Trägermodul/Sub-slot-Adapter,19,Wertliste,Attribut
JH953A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HB (mit 5900-Sub-Slot)",20,Wertliste,Attribut
JH954A,,Switch,Portanzahl,28,3,Wertliste,Attribut
JH954A,,Switch,Port-Konfiguration,24× SFP+ (1/10GbE) + 4× QSFP28 (100GbE) + ein Sub-Slot für ein 5900-Submodul,4,Wertliste,Attribut
JH954A,,Switch,Modultyp,Trägermodul/Sub-slot-Adapter,19,Wertliste,Attribut
JH954A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, Type HD (mit 5900-Sub-Slot)",20,Wertliste,Attribut
JH107A,,Switch,Modultyp,Trägermodul/Sub-slot-Adapter,19,Wertliste,Attribut
JH107A,,Switch,Kompatible Serie,HPE FlexFabric 12900E (12904E/12908E/12916E; für FX/FE-Module),20,Wertliste,Attribut
JG855A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JG855A,,Switch,Port-Konfiguration,48× SFP (1GbE),4,Wertliste,Attribut
JG855A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG855A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EB (Legacy 12900)",20,Wertliste,Attribut
JG856A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JG856A,,Switch,Port-Konfiguration,48× 10/100/1000BASE-T (RJ45),4,Wertliste,Attribut
JG856A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG856A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EB (Legacy 12900)",20,Wertliste,Attribut
JG624A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JG624A,,Switch,Port-Konfiguration,48× SFP+ (10GbE),4,Wertliste,Attribut
JG624A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG624A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EA (Legacy 12900)",20,Wertliste,Attribut
JG625A,,Switch,Portanzahl,16,3,Wertliste,Attribut
JG625A,,Switch,Port-Konfiguration,16× QSFP+ (40GbE),4,Wertliste,Attribut
JG625A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG625A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EA (Legacy 12900)",20,Wertliste,Attribut
JG626A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JG626A,,Switch,Port-Konfiguration,48× SFP+ (1/10GbE),4,Wertliste,Attribut
JG626A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG626A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EC (Legacy 12900)",20,Wertliste,Attribut
JG857A,,Switch,Portanzahl,12,3,Wertliste,Attribut
JG857A,,Switch,Port-Konfiguration,12× QSFP+ (40GbE),4,Wertliste,Attribut
JG857A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG857A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EC (Legacy 12900)",20,Wertliste,Attribut
JG858A,,Switch,Portanzahl,4,3,Wertliste,Attribut
JG858A,,Switch,Port-Konfiguration,4× CFP (100GbE),4,Wertliste,Attribut
JG858A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG858A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, EC (Legacy 12900)",20,Wertliste,Attribut
JH241A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH241A,,Switch,Port-Konfiguration,48× SFP (1GbE),4,Wertliste,Attribut
JH241A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH241A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH242A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH242A,,Switch,Port-Konfiguration,48× 10/100/1000BASE-T (RJ45),4,Wertliste,Attribut
JH242A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH242A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH007A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH007A,,Switch,Port-Konfiguration,48× 1/10GBASE-T (RJ45),4,Wertliste,Attribut
JH007A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH007A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH005A,,Switch,Portanzahl,12,3,Wertliste,Attribut
JH005A,,Switch,Port-Konfiguration,12× QSFP+ (40GbE),4,Wertliste,Attribut
JH005A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH005A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH006A,,Switch,Portanzahl,8,3,Wertliste,Attribut
JH006A,,Switch,Port-Konfiguration,8× CXP (100GbE),4,Wertliste,Attribut
JH006A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH006A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH249A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH249A,,Switch,Port-Konfiguration,48× SFP+ (1/10GbE),4,Wertliste,Attribut
JH249A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH249A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FE (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH250A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JH250A,,Switch,Port-Konfiguration,24× QSFP+ (40GbE),4,Wertliste,Attribut
JH250A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH250A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FE (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JG888B,,Switch,Portanzahl,48,3,Wertliste,Attribut
JG888B,,Switch,Port-Konfiguration,48× SFP+ (1/10GbE),4,Wertliste,Attribut
JG888B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG888B,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JG889B,,Switch,Portanzahl,24,3,Wertliste,Attribut
JG889B,,Switch,Port-Konfiguration,24× QSFP+ (40GbE),4,Wertliste,Attribut
JG889B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG889B,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
JH288A,,Switch,Portanzahl,8,3,Wertliste,Attribut
JH288A,,Switch,Port-Konfiguration,8× CFP2 (100GbE),4,Wertliste,Attribut
JH288A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH288A,,Switch,Kompatible Serie,"HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich)",20,Wertliste,Attribut
