Artikelnummer,Attributname,Attributwert
MA-QSFP-100G-SR4,FAQ,"Welche Datenrate und Bauform hat das MA-QSFP-100G-SR4?||Das MA-QSFP-100G-SR4 ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBASE-SR4.##Welchen Stecker und welche Schnittstelle nutzt das MA-QSFP-100G-SR4?||Das MA-QSFP-100G-SR4 hat den Formfaktor QSFP28 mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das MA-QSFP-100G-SR4?||Laut Spezifikation erreicht das MA-QSFP-100G-SR4 bis 100 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das MA-QSFP-100G-SR4 ist für Multimode ausgelegt.##Unterstützt das MA-QSFP-100G-SR4 DOM/DDM?||Ja, das MA-QSFP-100G-SR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-QSFP-100G-SR4?||Das MA-QSFP-100G-SR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-QSFP-100G-SR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-QSFP-100G-SR4 mit Meraki-Geräten kompatibel?||Das MA-QSFP-100G-SR4 ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-QSFP-100G-LR4,FAQ,"Welche Datenrate und Bauform hat das MA-QSFP-100G-LR4?||Das MA-QSFP-100G-LR4 ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBASE-LR4.##Welchen Stecker und welche Schnittstelle nutzt das MA-QSFP-100G-LR4?||Das MA-QSFP-100G-LR4 hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-QSFP-100G-LR4?||Laut Spezifikation erreicht das MA-QSFP-100G-LR4 bis zu 10 km (Wellenlänge 1295,56 / 1300,05 / 1304,58 / 1309,14 nm (LAN-WDM)).##Welcher Fasertyp ist erforderlich?||Das MA-QSFP-100G-LR4 ist für Singlemode ausgelegt.##Unterstützt das MA-QSFP-100G-LR4 DOM/DDM?||Ja, das MA-QSFP-100G-LR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-QSFP-100G-LR4?||Das MA-QSFP-100G-LR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-QSFP-100G-LR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das MA-QSFP-100G-LR4 mit Meraki-Geräten kompatibel?||Das MA-QSFP-100G-LR4 ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-TA-1M,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-TA-1M?||Das MA-CBL-TA-1M ist ein SFP+-Kabel mit 10 Gbit/s.##Welche Länge hat das MA-CBL-TA-1M?||Das MA-CBL-TA-1M hat eine feste Länge von 1 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-TA-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-TA-1M?||Das MA-CBL-TA-1M ist als SFP+ ↔ SFP+ konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-TA-1M?||Das MA-CBL-TA-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-TA-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-TA-1M mit Meraki-Geräten kompatibel?||Das MA-CBL-TA-1M ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-TA-3M,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-TA-3M?||Das MA-CBL-TA-3M ist ein SFP+-Kabel mit 10 Gbit/s.##Welche Länge hat das MA-CBL-TA-3M?||Das MA-CBL-TA-3M hat eine feste Länge von 3 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-TA-3M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-TA-3M?||Das MA-CBL-TA-3M ist als SFP+ ↔ SFP+ konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-TA-3M?||Das MA-CBL-TA-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-TA-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-TA-3M mit Meraki-Geräten kompatibel?||Das MA-CBL-TA-3M ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-40G-50CM,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-40G-50CM?||Das MA-CBL-40G-50CM ist ein QSFP+-Kabel mit 40 Gbit/s.##Welche Länge hat das MA-CBL-40G-50CM?||Das MA-CBL-40G-50CM hat eine feste Länge von 0,5 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-40G-50CM eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-40G-50CM?||Das MA-CBL-40G-50CM ist als QSFP+ ↔ QSFP+ konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-40G-50CM?||Das MA-CBL-40G-50CM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-40G-50CM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-40G-50CM mit Meraki-Geräten kompatibel?||Das MA-CBL-40G-50CM ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-40G-1M,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-40G-1M?||Das MA-CBL-40G-1M ist ein QSFP+-Kabel mit 40 Gbit/s.##Welche Länge hat das MA-CBL-40G-1M?||Das MA-CBL-40G-1M hat eine feste Länge von 1 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-40G-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-40G-1M?||Das MA-CBL-40G-1M ist als QSFP+ ↔ QSFP+ konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-40G-1M?||Das MA-CBL-40G-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-40G-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-40G-1M mit Meraki-Geräten kompatibel?||Das MA-CBL-40G-1M ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-40G-3M,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-40G-3M?||Das MA-CBL-40G-3M ist ein QSFP+-Kabel mit 40 Gbit/s.##Welche Länge hat das MA-CBL-40G-3M?||Das MA-CBL-40G-3M hat eine feste Länge von 3 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-40G-3M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-40G-3M?||Das MA-CBL-40G-3M ist als QSFP+ ↔ QSFP+ konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-40G-3M?||Das MA-CBL-40G-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-40G-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-40G-3M mit Meraki-Geräten kompatibel?||Das MA-CBL-40G-3M ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-100G-50CM,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-100G-50CM?||Das MA-CBL-100G-50CM ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das MA-CBL-100G-50CM?||Das MA-CBL-100G-50CM hat eine feste Länge von 0,5 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-100G-50CM eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-100G-50CM?||Das MA-CBL-100G-50CM ist als QSFP28 ↔ QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-100G-50CM?||Das MA-CBL-100G-50CM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-100G-50CM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-100G-50CM mit Meraki-Geräten kompatibel?||Das MA-CBL-100G-50CM ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-100G-1M,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-100G-1M?||Das MA-CBL-100G-1M ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das MA-CBL-100G-1M?||Das MA-CBL-100G-1M hat eine feste Länge von 1 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-100G-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-100G-1M?||Das MA-CBL-100G-1M ist als QSFP28 ↔ QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-100G-1M?||Das MA-CBL-100G-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-100G-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-100G-1M mit Meraki-Geräten kompatibel?||Das MA-CBL-100G-1M ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-100G-3M,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-100G-3M?||Das MA-CBL-100G-3M ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das MA-CBL-100G-3M?||Das MA-CBL-100G-3M hat eine feste Länge von 3 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-100G-3M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-100G-3M?||Das MA-CBL-100G-3M ist als QSFP28 ↔ QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-100G-3M?||Das MA-CBL-100G-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-100G-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-100G-3M mit Meraki-Geräten kompatibel?||Das MA-CBL-100G-3M ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-CBL-120G-50CM,FAQ,"Welche Datenrate und Bauform hat das MA-CBL-120G-50CM?||Das MA-CBL-120G-50CM ist ein QSFP+-Kabel mit 120 Gbit/s (3×40G Stacking).##Welche Länge hat das MA-CBL-120G-50CM?||Das MA-CBL-120G-50CM hat eine feste Länge von 0,5 m (Passives Twinax-Kupfer (Direct Attach)).##Benötigt das MA-CBL-120G-50CM eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MA-CBL-120G-50CM?||Das MA-CBL-120G-50CM ist als QSFP+ ↔ QSFP+ konfektioniert.##In welchem Temperaturbereich arbeitet das MA-CBL-120G-50CM?||Das MA-CBL-120G-50CM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-CBL-120G-50CM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MA-CBL-120G-50CM mit Meraki-Geräten kompatibel?||Das MA-CBL-120G-50CM ist eine Meraki-Kabel-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
