Artikelnummer,Attributname,Attributwert,Source_URL,Confidence,Verified_At
S56DD-100G-LR,Wellenlänge,1311 nm,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-LR,Reichweite,bis 10 km,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-LR,Anwendung,Campus-/Metro-Netz (Langstrecke),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
S56DD-100G-LR,DOM Unterstützung,Ja,SFF-8472 (DDM/DOM) Familienstandard — Inferenz (kein herstellerseitiger Per-Part-Nachweis),inference: SFF-8472 family-standard,2026-06-15T09:17:00Z
S56DD-100G-LR,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
S56DD-100G-LR,Standard,100GBASE-LR,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Formfaktor,SFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Geschwindigkeit,100 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Transceiver Typ,SR1.2,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Fasertyp,Multimode,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Faseranzahl,2,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Anschlusstyp,LC,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Wellenlänge,850 / 910 nm (BiDi),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Reichweite,bis 70 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Anwendung,Rechenzentrum (Kurzstrecke),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,DOM Unterstützung,Ja,SFF-8472 (DDM/DOM) Familienstandard — Inferenz (kein herstellerseitiger Per-Part-Nachweis),inference: SFF-8472 family-standard,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
S56DD-100G-SR1.2,Standard,100GBASE-SR1.2,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Transceiver Typ,SR4,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Fasertyp,Multimode,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Faseranzahl,8,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Anschlusstyp,MPO-12,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Wellenlänge,850 nm,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Reichweite,bis 70 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Anwendung,Rechenzentrum (Kurzstrecke),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,DOM Unterstützung,Ja,SFF-8472 (DDM/DOM) Familienstandard — Inferenz (kein herstellerseitiger Per-Part-Nachweis),inference: SFF-8472 family-standard,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
Q28DD-200G-2SR4,Standard,200GBASE-SR4,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Geschwindigkeit,400 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Transceiver Typ,ZR,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Fasertyp,Singlemode,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Faseranzahl,2,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Anschlusstyp,LC,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Wellenlänge,"durchstimmbar (DWDM, kohärent)",https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Reichweite,bis 1000 km,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Anwendung,Carrier-/Transportnetz (DWDM / kohärent),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,DOM Unterstützung,Ja,SFF-8472 (DDM/DOM) Familienstandard — Inferenz (kein herstellerseitiger Per-Part-Nachweis),inference: SFF-8472 family-standard,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
400G-Q56DD-ZR+,Standard,400GBASE-ZR,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Formfaktor,OSFP,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
800G-O112-2FR4,Geschwindigkeit,800 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Transceiver Typ,2FR4,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Fasertyp,Singlemode,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Faseranzahl,2,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Anschlusstyp,LC,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Wellenlänge,"1271 / 1291 / 1311 / 1331 nm (CWDM4, 4 Lanes)",https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Reichweite,bis 2 km,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
800G-O112-2FR4,Anwendung,Campus-/Metro-Netz (Langstrecke),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
800G-O112-2FR4,DOM Unterstützung,Ja,SFF-8472 (DDM/DOM) Familienstandard — Inferenz (kein herstellerseitiger Per-Part-Nachweis),inference: SFF-8472 family-standard,2026-06-15T09:17:00Z
800G-O112-2FR4,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
800G-O112-2FR4,Standard,800GBASE-2FR4,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Geschwindigkeit,80 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Anschlusstyp,QSFP-DD auf 8x SFP+,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Länge,10 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Kabeltyp,Aktives optisches Kabel (AOC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
AOC-Q28DD-8SFP-10G-10M,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Anschlusstyp,QSFP-DD auf 2x QSFP28,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Länge,2 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Kabeltyp,Passives Direct-Attach-Kupferkabel (DAC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-2M,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Anschlusstyp,QSFP-DD auf 2x QSFP28,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Länge,3 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Kabeltyp,Passives Direct-Attach-Kupferkabel (DAC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
DAC-Q28DD-2Q28-100G-3M,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Anschlusstyp,QSFP-DD auf 2x QSFP28,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Länge,5 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Kabeltyp,Aktives optisches Kabel (AOC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-5M,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Anschlusstyp,QSFP-DD auf 2x QSFP28,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Länge,15 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Kabeltyp,Aktives optisches Kabel (AOC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
AOC-Q28DD-2Q28-100G-15M,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Anschlusstyp,QSFP-DD auf 8x SFP28,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Länge,2 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Kabeltyp,Passives Direct-Attach-Kupferkabel (DAC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),abgeleitet aus Reichweite / Transceiver Typ / Fasertyp,derivation,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-2M,Betriebstemperatur,0 bis 70 °C,abgeleitet aus Temperaturklasse (Rule 9); kein veröffentlichter Betriebstemperaturbereich,industry-standard-commercial,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-3M,Formfaktor,QSFP-DD,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-3M,Geschwindigkeit,200 Gbit/s,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-3M,Transceiver Typ,fest konfektioniert (im Kabel enthalten),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,operator-provided,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-3M,Anschlusstyp,QSFP-DD auf 8x SFP28,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-3M,Länge,3 m,https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
DAC-Q28DD-8S28-25G-3M,Kabeltyp,Passives Direct-Attach-Kupferkabel (DAC),https://www.delltechnologies.com/asset/en-us/products/networking/technical-support/Dell_EMC_Networking_Optics_Spec_Sheet.pdf,datasheet,2026-06-15T09:17:00Z
