Artikelnummer;Überverkauf Plattform Hexwaren
AOC-S-S-25G-20M;TRUE
AOC-S-S-25G-25M;TRUE
AOC-S-S-25G-30M;TRUE
SFP-25G-SR;TRUE
SFP-25G-MR-SR;TRUE
SFP-25G-MR-XSR;TRUE
SFP-25G-SR-E;TRUE
SFP-25G-LR;TRUE
SFP-25G-MR-LR;TRUE
SFP-25G-LR-E;TRUE
SFP-25G-ER;TRUE
CAB-SFP-SFP-0.5M;TRUE
CAB-SFP-SFP-1M;TRUE
CAB-SFP-SFP-1.5M;TRUE
CAB-SFP-SFP-2M;TRUE
CAB-SFP-SFP-2.5M;TRUE
CAB-SFP-SFP-3M;TRUE
CAB-SFP-SFP-5M;TRUE
AOC-S-S-10G-3M;TRUE
AOC-S-S-10G-5M;TRUE
AOC-S-S-10G-7M;TRUE
AOC-S-S-10G-10M;TRUE
AOC-S-S-10G-15M;TRUE
AOC-S-S-10G-20M;TRUE
AOC-S-S-10G-25M;TRUE
AOC-S-S-10G-30M;TRUE
SFP-10G-T-ARISTA;TRUE
SFP-10G-T-RP;TRUE
SFP-10G-MRA-T;TRUE
SFP-10G-SRL;TRUE
SFP-10G-LRL;TRUE
SFP-10G-ERLBD-U;TRUE
SFP-10G-ERLBD-D;TRUE
SFP-10G-ERBD-U;TRUE
SFP-10G-ERBD-D;TRUE
SFP-10G-DZ-T;TRUE
SFP-1G-SX-ARISTA;TRUE
SFP-10G-RA-1G-SX;TRUE
SFP-1G-LX-ARISTA;TRUE
SFP-10G-RA-1G-LX;TRUE
SFP-1G-T-ARISTA;TRUE
SFP-100M-FX-ARISTA;TRUE
