Artikelnummer;Netto-VK
H-O400-4Q100-3M;0,00
H-O400-4Q100-5M;0,00
AOC-O-O-400G-1M;0,00
AOC-O-O-400G-3M;0,00
AOC-O-O-400G-5M;0,00
AOC-O-O-400G-7M;0,00
AOC-O-O-400G-10M;0,00
AOC-O-O-400G-15M;0,00
AOC-O-O-400G-20M;0,00
AOC-O-O-400G-25M;0,00
AOC-O-O-400G-30M;0,00
A-O400-Q400-1M;0,00
A-O400-Q400-3M;0,00
A-O400-Q400-5M;0,00
A-O400-Q400-7M;0,00
A-O400-Q400-10M;0,00
A-O400-Q400-15M;0,00
A-O400-Q400-20M;0,00
A-O400-Q400-25M;0,00
A-O400-Q400-30M;0,00
A-O400-2Q200-1M;0,00
A-O400-2Q200-3M;0,00
A-O400-2Q200-5M;0,00
A-O400-2Q200-7M;0,00
A-O400-2Q200-10M;0,00
A-O400-2Q200-15M;0,00
A-O400-2Q200-20M;0,00
A-O400-2Q200-25M;0,00
A-O400-2Q200-30M;0,00
OSFP-400G-VSR4;0,00
OSFP-400G-SR8;0,00
OSFP-400G-SR8-C;0,00
OSFP-400G-SRBD;0,00
OSFP-400G-DR4;0,00
OSFP-400G-XDR4;0,00
OSFP-400G-XDR4-S;0,00
OSFP-400G-PLR4;0,00
OSFP-400G-PLR4-S;0,00
OSFP-400G-FR4;0,00
OSFP-400G-LR4;0,00
OSFP-400G-LR8;0,00
OSFP-400G-2FR4;0,00
OSFP-400G-ZR;0,00
OSFP-200G-2LR4;0,00
CAB-D-D-400G-1M;0,00
CAB-D-D-400G-2M;0,00
CAB-D-D-400-2.5;0,00
CAB-D-D-400G-3M;0,00
CAB-D-2Q-400G-1M;0,00
CAB-D-2Q-400G-2M;0,00
CAB-D-2Q-400-2.5;0,00
CAB-D-2Q-400G-3M;0,00
CAB-D-2Q-200G-1M;0,00
CAB-D-2Q-200G-2M;0,00
CAB-D-2Q-200-2.5;0,00
CAB-D-4Q-400G-1M;0,00
CAB-D-4Q-400G-2M;0,00
CAB-D-4Q-400-2.5;0,00
CAB-D-4Q-400G-3M;0,00
CAB-D-4Q-200G-1M;0,00
CAB-D-4Q-200G-2M;0,00
CAB-D-4Q-200-2.5;0,00
CAB-D-8S-400G-1M;0,00
CAB-D-8S-400G-2M;0,00
CAB-D-8S-400-2.5;0,00
CAB-D-8S-200G-1M;0,00
CAB-D-8S-200G-2M;0,00
CAB-D-8S-200-2.5;0,00
H-D400-4Q100-1M;0,00
H-D400-4Q100-2M;0,00
H-D400-4Q100-3M;0,00
H-D400-4Q100-5M;0,00
AOC-D-D-400G-1M;0,00
AOC-D-D-400G-3M;0,00
AOC-D-D-400G-5M;0,00
AOC-D-D-400G-7M;0,00
AOC-D-D-400G-10M;0,00
AOC-D-D-400G-15M;0,00
AOC-D-D-400G-20M;0,00
AOC-D-D-400G-25M;0,00
AOC-D-D-400G-30M;0,00
A-D400-Q400-1M;0,00
A-D400-Q400-3M;0,00
A-D400-Q400-5M;0,00
A-D400-Q400-7M;0,00
A-D400-Q400-10M;0,00
A-D400-Q400-15M;0,00
A-D400-Q400-20M;0,00
A-D400-Q400-25M;0,00
A-D400-Q400-30M;0,00
A-D400-2Q200-1M;0,00
A-D400-2Q200-3M;0,00
A-D400-2Q200-5M;0,00
A-D400-2Q200-7M;0,00
A-D400-2Q200-10M;0,00
A-D400-2Q200-15M;0,00
A-D400-2Q200-20M;0,00
A-D400-2Q200-25M;0,00
A-D400-2Q200-30M;0,00
QDD-400G-VSR4;0,00
QDD-400G-SR8;0,00
QDD-400G-SR8-C;0,00
QDD-400G-SRBD;0,00
QDD-400G-DR4;0,00
QDD-400G-XDR4;0,00
QDD-400G-XDR4-S;0,00
QDD-400G-PLR4;0,00
QDD-400G-PLR4-S;0,00
QDD-400G-FR4;0,00
QDD-400G-LR4;0,00
QDD-400G-LR8;0,00
QDD-400G-ZR;0,00
QDD-400G-ZRP;0,00
QDD-200G-2LR4;0,00
QDD-8X25-MR-SR-E;0,00
OSFP-8X25-MR-LR;0,00
C-Q200-Q200-1M;0,00
C-Q200-Q200-2M;0,00
C-Q200-Q200-3M;0,00
C-Q200-2Q100-1M;0,00
C-Q200-2Q100-2M;0,00
C-Q200-2Q100-3M;0,00
C-Q200-4S50-1M;0,00
C-Q200-4S50-2M;0,00
C-Q200-4S50-3M;0,00
A-Q200-Q200-1M;0,00
A-Q200-Q200-3M;0,00
A-Q200-Q200-5M;0,00
A-Q200-Q200-7M;0,00
A-Q200-Q200-10M;0,00
A-Q200-Q200-15M;0,00
A-Q200-Q200-20M;0,00
A-Q200-Q200-25M;0,00
A-Q200-Q200-30M;0,00
QSFP-200G-SR4;0,00
QSFP-200G-FR4;0,00
CAB-Q-Q-100G-0.5;0,00
CAB-Q-Q-100G-1M;0,00
CAB-Q-Q-100G-1.5;0,00
CAB-Q-Q-100G-2M;0,00
CAB-Q-Q-100G-2.5;0,00
CAB-Q-Q-100G-3M;0,00
CAB-Q-Q-100G-5M;0,00
CAB-Q-4S-100G-1M;0,00
CAB-Q-4S-100G-2M;0,00
CAB-Q-4S-100G-3M;0,00
CAB-Q-4S-100G-5M;0,00
CAB-Q-2Q-100G-1M;0,00
CAB-Q-2Q-100G-2M;0,00
CAB-Q-2Q-100G-3M;0,00
CAB-Q-2Q-100G-5M;0,00
AOC-Q-Q-100G-1M;0,00
AOC-Q-Q-100G-3M;0,00
AOC-Q-Q-100G-5M;0,00
AOC-Q-Q-100G-7M;0,00
AOC-Q-Q-100G-10M;0,00
AOC-Q-Q-100G-15M;0,00
AOC-Q-Q-100G-20M;0,00
AOC-Q-Q-100G-25M;0,00
AOC-Q-Q-100G-30M;0,00
QSFP-100G-SR4;0,00
QSFP-100G-SR4-E;0,00
QSFP-100G-XSR4;0,00
QSFP-100G-SR1.2;0,00
QSFP-100G-SWDM4;0,00
QSFP-100G-SRBD;0,00
QSFP-100G-PSM4;0,00
QSFP-100G-PLRL4;0,00
QSFP-100G-LR4;0,00
QSFP-100G-LRL4;0,00
QSFP-100G-CWDM4;0,00
QSFP-100G-XCWDM4;0,00
QSFP-100G-ERL4;0,00
QSFP-100G-ZR4;0,00
QSFP-100G-DR;0,00
QSFP-100G-FR;0,00
QSFP-100G-LR;0,00
QSFP-100G-ER1;0,00
CAB-Q-Q-0.5M;0,00
CAB-Q-Q-1M;0,00
CAB-Q-Q-2M;0,00
CAB-Q-Q-3M;0,00
CAB-Q-Q-5M;0,00
CAB-Q-S-0.5M;0,00
CAB-Q-S-1M;0,00
CAB-Q-S-2M;0,00
CAB-Q-S-3M;0,00
CAB-Q-S-5M;0,00
AOC-Q-Q-40G-3M;0,00
AOC-Q-Q-40G-5M;0,00
AOC-Q-Q-40G-7M;0,00
AOC-Q-Q-40G-10M;0,00
AOC-Q-Q-40G-15M;0,00
AOC-Q-Q-40G-20M;0,00
AOC-Q-Q-40G-25M;0,00
AOC-Q-Q-40G-30M;0,00
AOC-Q-Q-40G-50M;0,00
AOC-Q-Q-40G-75M;0,00
AOC-Q-Q-40G-100M;0,00
QSFP-40G-SR4;0,00
QSFP-40G-XSR4;0,00
QSFP-40G-SRBD;0,00
QSFP-40G-SRBD-R;0,00
QSFP-40G-UNIV;0,00
QSFP-40G-LR4;0,00
QSFP-40G-LRL4;0,00
QSFP-40G-PLR4;0,00
QSFP-40G-PLRL4;0,00
QSFP-40G-ER4;0,00
C-Z100-Z100-1M;0,00
C-Z100-Z100-2M;0,00
C-Z100-Z100-3M;0,00
C-Z100-Q100-1M;0,00
C-Z100-Q100-2M;0,00
C-Z100-Q100-3M;0,00
C-Z100-2S50-1M;0,00
C-Z100-2S50-2M;0,00
C-Z100-2S50-3M;0,00
C-Y100-Y100-1M;0,00
C-Y100-Y100-2M;0,00
C-Y100-Y100-3M;0,00
C-Y100-Q100-1M;0,00
C-Y100-Q100-2M;0,00
C-Y100-Q100-3M;0,00
C-Y100-2S50-1M;0,00
C-Y100-2S50-2M;0,00
C-Y100-2S50-3M;0,00
C-S50-S50-1M;0,00
C-S50-S50-2M;0,00
C-S50-S50-3M;0,00
CAB-S-S-25G-0.5M;0,00
CAB-S-S-25G-1M;0,00
CAB-S-S-25G-1.5M;0,00
CAB-S-S-25G-2M;0,00
CAB-S-S-25G-2.5M;0,00
CAB-S-S-25G-3M;0,00
CAB-S-S-25G-5M;0,00
AOC-S-S-25G-3M;0,00
AOC-S-S-25G-5M;0,00
AOC-S-S-25G-7M;0,00
AOC-S-S-25G-10M;0,00
AOC-S-S-25G-15M;0,00
AOC-S-S-25G-20M;0,00
AOC-S-S-25G-25M;0,00
AOC-S-S-25G-30M;0,00
SFP-25G-SR;0,00
SFP-25G-MR-SR;0,00
SFP-25G-MR-XSR;0,00
SFP-25G-SR-E;0,00
SFP-25G-LR;0,00
SFP-25G-MR-LR;0,00
SFP-25G-LR-E;0,00
SFP-25G-ER;0,00
CAB-SFP-SFP-0.5M;0,00
CAB-SFP-SFP-1M;0,00
CAB-SFP-SFP-1.5M;0,00
CAB-SFP-SFP-2M;0,00
CAB-SFP-SFP-2.5M;0,00
CAB-SFP-SFP-3M;0,00
CAB-SFP-SFP-5M;0,00
AOC-S-S-10G-3M;0,00
AOC-S-S-10G-5M;0,00
AOC-S-S-10G-7M;0,00
AOC-S-S-10G-10M;0,00
AOC-S-S-10G-15M;0,00
AOC-S-S-10G-20M;0,00
AOC-S-S-10G-25M;0,00
AOC-S-S-10G-30M;0,00
SFP-10G-T;0,00
SFP-10G-T-RP;0,00
SFP-10G-MRA-T;0,00
SFP-10G-SRL;0,00
SFP-10G-SR;0,00
SFP-10G-LRL;0,00
SFP-10G-LR;0,00
SFP-10G-ERLBD-U;0,00
SFP-10G-ERLBD-D;0,00
SFP-10G-ERBD-U;0,00
SFP-10G-ERBD-D;0,00
SFP-10G-ER;0,00
SFP-10G-ZR;0,00
SFP-10G-DZ-T;0,00
SFP-1G-SX;0,00
SFP-10G-RA-1G-SX;0,00
SFP-1G-LX;0,00
SFP-10G-RA-1G-LX;0,00
SFP-1G-T;0,00
SFP-100M-FX;0,00
