Artikelnummer,FAQ
IE-2000-8TC-L,"Wie viele Ports hat der IE-2000-8TC-L?||Der IE-2000-8TC-L bietet 8× FE-RJ45 + 2× FE-Combo (Uplink) = 10 Ports (8 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-8TC-L?||Der IE-2000-8TC-L unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-8TC-L PoE?||Nein – der IE-2000-8TC-L ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-8TC-L unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Lite) arbeitet der IE-2000-8TC-L als reiner Layer-2-Switch; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-8TC-B,"Wie viele Ports hat der IE-2000-8TC-B?||Der IE-2000-8TC-B bietet 8× FE-RJ45 + 2× FE-Combo (Uplink) = 10 Ports (8 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-8TC-B?||Der IE-2000-8TC-B unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-8TC-B PoE?||Nein – der IE-2000-8TC-B ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-8TC-B unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Base) arbeitet der IE-2000-8TC-B als Layer-2-Switch mit statischem IPv4-Routing; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-8TC-G-L,"Wie viele Ports hat der IE-2000-8TC-G-L?||Der IE-2000-8TC-G-L bietet 8× FE-RJ45 + 2× GE-Combo (Uplink) = 10 Ports (8 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-8TC-G-L?||Der IE-2000-8TC-G-L unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-8TC-G-L PoE?||Nein – der IE-2000-8TC-G-L ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-8TC-G-L unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Lite) arbeitet der IE-2000-8TC-G-L als reiner Layer-2-Switch; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-8TC-G-B,"Wie viele Ports hat der IE-2000-8TC-G-B?||Der IE-2000-8TC-G-B bietet 8× FE-RJ45 + 2× GE-Combo (Uplink) = 10 Ports (8 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-8TC-G-B?||Der IE-2000-8TC-G-B unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-8TC-G-B PoE?||Nein – der IE-2000-8TC-G-B ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-8TC-G-B unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Base) arbeitet der IE-2000-8TC-G-B als Layer-2-Switch mit statischem IPv4-Routing; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-8TC-G-E,"Wie viele Ports hat der IE-2000-8TC-G-E?||Der IE-2000-8TC-G-E bietet 8× FE-RJ45 + 2× GE-Combo (Uplink) = 10 Ports (8 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-8TC-G-E?||Der IE-2000-8TC-G-E unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-8TC-G-E PoE?||Nein – der IE-2000-8TC-G-E ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-8TC-G-E unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Base) arbeitet der IE-2000-8TC-G-E als Layer-2-Switch mit statischem IPv4-Routing (plus PTPv2/Layer-2-NAT); ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-8TC-G-N,"Wie viele Ports hat der IE-2000-8TC-G-N?||Der IE-2000-8TC-G-N bietet 8× FE-RJ45 + 2× GE-Combo (Uplink) = 10 Ports (8 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-8TC-G-N?||Der IE-2000-8TC-G-N unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-8TC-G-N PoE?||Nein – der IE-2000-8TC-G-N ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-8TC-G-N unter Layer 2 oder Layer 3?||Im Auslieferungszustand (Enhanced LAN Base) arbeitet der IE-2000-8TC-G-N als Layer-2-Switch mit erweiterten Funktionen (Enhanced LAN Base); ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16TC-L,"Wie viele Ports hat der IE-2000-16TC-L?||Der IE-2000-16TC-L bietet 16× FE-RJ45 + 2× FE-Combo + 2× FE-SFP (Uplink) = 20 Ports (16 Zugangs-Ports plus 4 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16TC-L?||Der IE-2000-16TC-L unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16TC-L PoE?||Nein – der IE-2000-16TC-L ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-16TC-L unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Lite) arbeitet der IE-2000-16TC-L als reiner Layer-2-Switch; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16TC-B,"Wie viele Ports hat der IE-2000-16TC-B?||Der IE-2000-16TC-B bietet 16× FE-RJ45 + 2× FE-Combo + 2× FE-SFP (Uplink) = 20 Ports (16 Zugangs-Ports plus 4 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16TC-B?||Der IE-2000-16TC-B unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16TC-B PoE?||Nein – der IE-2000-16TC-B ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-16TC-B unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Base) arbeitet der IE-2000-16TC-B als Layer-2-Switch mit statischem IPv4-Routing; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16TC-G-L,"Wie viele Ports hat der IE-2000-16TC-G-L?||Der IE-2000-16TC-G-L bietet 16× FE-RJ45 + 2× GE-Combo + 2× FE-SFP (Uplink) = 20 Ports (16 Zugangs-Ports plus 4 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16TC-G-L?||Der IE-2000-16TC-G-L unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16TC-G-L PoE?||Nein – der IE-2000-16TC-G-L ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-16TC-G-L unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Lite) arbeitet der IE-2000-16TC-G-L als reiner Layer-2-Switch; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16TC-G-E,"Wie viele Ports hat der IE-2000-16TC-G-E?||Der IE-2000-16TC-G-E bietet 16× FE-RJ45 + 2× GE-Combo + 2× FE-SFP (Uplink) = 20 Ports (16 Zugangs-Ports plus 4 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16TC-G-E?||Der IE-2000-16TC-G-E unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16TC-G-E PoE?||Nein – der IE-2000-16TC-G-E ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-16TC-G-E unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Base) arbeitet der IE-2000-16TC-G-E als Layer-2-Switch mit statischem IPv4-Routing (plus PTPv2/Layer-2-NAT); ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16TC-G-X,"Wie viele Ports hat der IE-2000-16TC-G-X?||Der IE-2000-16TC-G-X bietet 16× FE-RJ45 + 2× GE-Combo + 2× FE-SFP (Uplink) = 20 Ports (16 Zugangs-Ports plus 4 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16TC-G-X?||Der IE-2000-16TC-G-X unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16TC-G-X PoE?||Nein – der IE-2000-16TC-G-X ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-16TC-G-X unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Base) arbeitet der IE-2000-16TC-G-X als Layer-2-Switch mit statischem IPv4-Routing; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16TC-G-N,"Wie viele Ports hat der IE-2000-16TC-G-N?||Der IE-2000-16TC-G-N bietet 16× FE-RJ45 + 2× GE-Combo + 2× FE-SFP (Uplink) = 20 Ports (16 Zugangs-Ports plus 4 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16TC-G-N?||Der IE-2000-16TC-G-N unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16TC-G-N PoE?||Nein – der IE-2000-16TC-G-N ist ein reines Datenmodell ohne PoE-Einspeisung; PoE+-Varianten der IE2000-Serie sind die 16PTC-Modelle mit vier PoE+-Ports.##Läuft der IE-2000-16TC-G-N unter Layer 2 oder Layer 3?||Im Auslieferungszustand (Enhanced LAN Base) arbeitet der IE-2000-16TC-G-N als Layer-2-Switch mit erweiterten Funktionen (Enhanced LAN Base); ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
IE-2000-16PTC-G-L,"Wie viele Ports hat der IE-2000-16PTC-G-L?||Der IE-2000-16PTC-G-L bietet 16× FE-RJ45 (vier davon PoE+) + 2× GE-Combo (Uplink) = 18 Ports (16 Zugangs-Ports plus 2 Uplink-Ports).##Welche Industrieprotokolle und Ring-Redundanz unterstützt der IE-2000-16PTC-G-L?||Der IE-2000-16PTC-G-L unterstützt Ring-Redundanz nach REP und PROFINET-MRP (IEC 62439-2) sowie Industrieprotokolle wie CIP/EtherNet-IP und PROFINET, dazu IEEE-1588-PTPv2. Stacking gibt es nicht – Industrie-Switches bilden Ringe statt Stacks.##Hat der IE-2000-16PTC-G-L PoE?||Ja – beim IE-2000-16PTC-G-L liefern vier der 16 Zugangs-Ports PoE+ (IEEE 802.3at) für IP-Kameras, Sensoren oder Wireless Access Points.##Läuft der IE-2000-16PTC-G-L unter Layer 2 oder Layer 3?||Im Auslieferungszustand (LAN Lite) arbeitet der IE-2000-16PTC-G-L als reiner Layer-2-Switch; ein optionales IP-Lite-Upgrade schaltet vollwertiges Layer 3 (OSPF, EIGRP, BGP, VRF-Lite) frei – dieselbe Hardware, nur per Lizenz."
