Artikelnummer,FAQ
R8S89A,"Wie viele Ports hat der R8S89A?||Der R8S89A bietet insgesamt 28 Ports: 24× HPE Smart Rate 100M/1/2.5/5/10G-BASE-T (Class 6 PoE, 60 W, MACsec) + 2× SFP56 (50G) + 2× SFP28 (25G) (Uplink).##Wie hoch ist das PoE-Budget des R8S89A?||Der R8S89A stellt IEEE 802.3af/at/bt Class 6 (60 W/Port, Budget 2.880 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der R8S89A stapeln (Stacking)?||Ja. Der R8S89A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
R8S90A,"Wie viele Ports hat der R8S90A?||Der R8S90A bietet insgesamt 52 Ports: 48× HPE Smart Rate 100M/1/2.5/5G-BASE-T (Class 8 PoE, 90 W, MACsec) + 2× SFP56 (50G) + 2× SFP28 (25G) (Uplink).##Wie hoch ist das PoE-Budget des R8S90A?||Der R8S90A stellt IEEE 802.3af/at/bt Class 8 (90 W/Port, Budget 2.880 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der R8S90A stapeln (Stacking)?||Ja. Der R8S90A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
R8S91A,"Wie viele Ports hat der R8S91A?||Der R8S91A bietet insgesamt 52 Ports: 48× HPE Smart Rate 100M/1/2.5/5G-BASE-T PoE, MACsec (Ports 1–12 Class 8/90 W, Ports 13–48 Class 6/60 W) + 2× SFP56 (50G) + 2× SFP+ (1/10G LRM) (Uplink).##Wie hoch ist das PoE-Budget des R8S91A?||Der R8S91A stellt IEEE 802.3af/at/bt; Ports 1–12 Class 8 90 W (Ports 13–48 Class 6 60 W; Budget 2.880 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der R8S91A stapeln (Stacking)?||Ja. Der R8S91A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
R8S92A,"Wie viele Ports hat der R8S92A?||Der R8S92A bietet insgesamt 28 Ports: 24× 1/10G-SFP+ (LRM, MACsec) + 2× SFP56 (50G) + 2× SFP28 (25G) (Uplink).##Unterstützt der R8S92A PoE?||Nein. Der R8S92A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der R8S92A stapeln (Stacking)?||Ja. Der R8S92A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0F99A,"Wie viele Ports hat der S0F99A?||Der S0F99A bietet insgesamt 28 Ports: 24× HPE Smart Rate 100M/1/2.5/5G-BASE-T (Class 6 PoE, 60 W) + 4× SFP56 (1/10/25/50G) (Uplink).##Wie hoch ist das PoE-Budget des S0F99A?||Der S0F99A stellt IEEE 802.3af/at/bt Class 6 (60 W/Port, Budget 1.440 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der S0F99A stapeln (Stacking)?||Ja. Der S0F99A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G00A,"Wie viele Ports hat der S0G00A?||Der S0G00A bietet insgesamt 52 Ports: 48× 10/100/1000BASE-T (ohne PoE) + 4× SFP56 (1/10/25/50G) (Uplink).##Unterstützt der S0G00A PoE?||Nein. Der S0G00A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G00A stapeln (Stacking)?||Ja. Der S0G00A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G01A,"Wie viele Ports hat der S0G01A?||Der S0G01A bietet insgesamt 28 Ports: 24× 10/100/1000BASE-T (ohne PoE) + 4× SFP56 (1/10/25/50G) (Uplink).##Unterstützt der S0G01A PoE?||Nein. Der S0G01A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G01A stapeln (Stacking)?||Ja. Der S0G01A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G03A,"Wie viele Ports hat der S0G03A?||Der S0G03A bietet insgesamt 28 Ports: 24× 1/10G-SFP+ + 4× SFP56 (1/10/25/50G) (Uplink).##Unterstützt der S0G03A PoE?||Nein. Der S0G03A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G03A stapeln (Stacking)?||Ja. Der S0G03A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G04A,"Wie viele Ports hat der S0G04A?||Der S0G04A bietet insgesamt 52 Ports: 48× HPE Smart Rate 100M/1/2.5/5G-BASE-T (Class 6 PoE, 60 W) + 4× SFP56 (1/10/25/50G) (Uplink).##Wie hoch ist das PoE-Budget des S0G04A?||Der S0G04A stellt IEEE 802.3af/at/bt Class 6 (60 W/Port, Budget 2.880 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der S0G04A stapeln (Stacking)?||Ja. Der S0G04A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G05A,"Wie viele Ports hat der S0G05A?||Der S0G05A bietet insgesamt 28 Ports: 24× HPE Smart Rate 100M/1/2.5/5G-BASE-T (Class 6 PoE, 60 W) + 4× SFP56 (1/10/25/50G) (Uplink).##Wie hoch ist das PoE-Budget des S0G05A?||Der S0G05A stellt IEEE 802.3af/at/bt Class 6 (60 W/Port, Budget 1.440 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der S0G05A stapeln (Stacking)?||Ja. Der S0G05A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G06A,"Wie viele Ports hat der S0G06A?||Der S0G06A bietet insgesamt 52 Ports: 48× 10/100/1000BASE-T (Class 4 PoE, 30 W) + 4× SFP56 (1/10/25/50G) (Uplink).##Wie hoch ist das PoE-Budget des S0G06A?||Der S0G06A stellt IEEE 802.3at/bt Class 4 (30 W/Port, Budget 1.440 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der S0G06A stapeln (Stacking)?||Ja. Der S0G06A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
S0G02A,"Wie viele Ports hat der S0G02A?||Der S0G02A bietet insgesamt 52 Ports: 48× 10/100/1000BASE-T (ohne PoE) + 4× SFP56 (1/10/25/50G) (Uplink).##Unterstützt der S0G02A PoE?||Nein. Der S0G02A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G02A stapeln (Stacking)?||Ja. Der S0G02A unterstützt Aruba VSF (bis 10 Einheiten, bis 400 Gbit/s, über die SFP56-Uplinks) und lässt sich so zu einem logischen Switch zusammenfassen."
