Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
C1000-48FP-4G-L,"1450,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000-48FP-4X-L
C1000-24T-4X-L,"720,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000-24P-4X-L
C1000-24P-4X-L,"920,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000-48P-4X-L
C1000-24FP-4X-L,"1120,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000-48FP-4X-L
C1000-48T-4X-L,"1020,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000-48P-4X-L
C1000-48P-4X-L,"1380,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",direkt,ORM 48P-4X-L $1487
C1000-48FP-4X-L,"1800,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,DS-Guidance Top 48FP-4X ~€1.800
C1000FE-24T-4G-L,"420,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",direkt,ORM FE-24T-4G-L $437
C1000FE-24P-4G-L,"630,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000FE-24T-4G-L
C1000FE-48T-4G-L,"640,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000FE-24T-4G-L
C1000FE-48P-4G-L,"980,00","Genuine-New-Sealed EoS-Entry-SMB (Cat 1000, EoS 30.04.2025): Bechtle/ORM-Anker — 8P-2G-L €296 (Bechtle), 48P-4X-L ~€1.380, 24T-4G-L ~€580, FE-24T-4G-L ~€420; refurb (groß) hart ignoriert. Monoton Ports×PoE×Uplink; FE<Gigabit; -E≈Basis.",geschätzt-aus-Vergleich,C1000FE-48T-4G-L
