Artikelnummer;Überverkauf Plattform Hexwaren
DAC-Q56DD-400G-0.5M;TRUE
DAC-Q56DD-400G-1M;TRUE
DAC-Q56DD-400G-2M;TRUE
DAC-Q56DD-4Q56-SFF-100G-1M;TRUE
DAC-Q56DD-4Q56-SFF-100G-2M;TRUE
DAC-Q56DD-4Q56-SFF-100G-3M;TRUE
DAC-Q56DD-2Q56-SFF-200G-1M;TRUE
DAC-Q56DD-2Q56-SFF-200G-2M;TRUE
DAC-Q56DD-2Q56-SFF-200G-3M;TRUE
DAC-Q56DD-2Q56-CMIS-200G-1M;TRUE
DAC-Q56DD-2Q56-CMIS-200G-2M;TRUE
DAC-Q56DD-2Q56-CMIS-200G-3M;TRUE
DAC-Q56DD-2Q56-CMIS-200G-4M;TRUE
DAC-Q56DD-2Q56-CMIS-200G-5M;TRUE
DAC-Q56DD-8xSFP56-2.5M;TRUE
AOC-Q56DD-400G-10M;TRUE
AOC-Q56DD-400G-15M;TRUE
AOC-Q56DD-400G-30M;TRUE
AOC-400G-Q56DD-200G-2Q56-3M;TRUE
AOC-400G-Q56DD-200G-2Q56-5M;TRUE
AOC-400G-Q56DD-200G-2Q56-10M;TRUE
AOC-400G-Q56DD-200G-2Q56-30M;TRUE
AOC-Q56DD-4Q28-100G-3M;TRUE
AOC-Q56DD-4Q28-100G-7M;TRUE
AOC-Q56DD-4Q28-100G-15M;TRUE
AOC-Q56DD-4Q28-100G-30M;TRUE
AEC-Q56DD-400G-3M;TRUE
AEC-Q56DD-400G-5M;TRUE
AEC-Q56DD-4Q28-100G-3M;TRUE
DAC-O112-800G-1M;TRUE
DAC-O112-800G-2M;TRUE
DAC-O112-800G-3M;TRUE
DAC-O112-800G-4M;TRUE
DAC-O112-800G2x400G-Q112-1M;TRUE
DAC-O112-800G2x400G-Q112-2M;TRUE
DAC-O112-800G2x400G-Q112-3M;TRUE
DAC-O112-800G2x400G-Q112-4M;TRUE
AEC-O112-800G-2M*;TRUE
AEC-O112-800G-3M*;TRUE
AEC-O112-800G-4M*;TRUE
QSFP-40G-ESR4;TRUE
QSFP-40G-LM4;TRUE
