Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
800G-O112-2VR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-2EDR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-2FR4*,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-VR8,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-2DR4-DSPLPO,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-EDR8,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-DR8-LPO,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-2DR4-LPO,,condition,Funktionsattribut,Wertliste,Deutsch,new
800G-O112-2VR4-DSPLPO,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-10G-0.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-10G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-10G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-10G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-10G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-10G-7M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-10G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-10G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-10G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-10G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-10G-15M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-25G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-25G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-25G-2.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-25G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-SFP-25G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-25G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-25G-7M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-25G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-SFP-25G-20M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-40G-0.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-40G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-40G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-40G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-40G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-40G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-4SFP-10G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-4SFP-10G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-4SFP-10G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-4SFP-10G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-4SFP-10G-30M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-8SFP-10G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-100G-0.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-100G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-100G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-100G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-S56DD-Q56-SFF-100G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-S56DD-Q56-SFF-100G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-S56DD-Q56-SFF-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-100G-7M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-100G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-100G-30M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-4SFP28-25G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-4SFP28-25G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-QSFP-4SFP28-25G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-QSFP-4SFP28-25G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-2Q28-100G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-2Q28-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-2Q28-100G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-2Q28-100G-15M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-8S28-25G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-8S28-25G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-8S28-25G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-200G-0.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-200G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-200G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q28DD-200G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-200G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-200G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q28DD-200G-20M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-400G-0.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-400G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-400G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-4Q56-SFF-100G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-4Q56-SFF-100G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-4Q56-SFF-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-SFF-200G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-SFF-200G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-SFF-200G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-CMIS-200G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-CMIS-200G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-CMIS-200G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-CMIS-200G-4M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-2Q56-CMIS-200G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-Q56DD-8xSFP56-2.5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-400G-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-400G-15M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-400G-30M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-400G-Q56DD-200G-2Q56-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-400G-Q56DD-200G-2Q56-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-400G-Q56DD-200G-2Q56-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-400G-Q56DD-200G-2Q56-30M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-4Q28-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-4Q28-100G-7M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-4Q28-100G-15M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-Q56DD-4Q28-100G-30M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AEC-Q56DD-400G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AEC-Q56DD-400G-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AEC-Q56DD-4Q28-100G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G-4M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G2x400G-Q112-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G2x400G-Q112-2M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G2x400G-Q112-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
DAC-O112-800G2x400G-Q112-4M,,condition,Funktionsattribut,Wertliste,Deutsch,new
AEC-O112-800G-2M*,,condition,Funktionsattribut,Wertliste,Deutsch,new
AEC-O112-800G-3M*,,condition,Funktionsattribut,Wertliste,Deutsch,new
AEC-O112-800G-4M*,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-40G-ESR4-DELL,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-40G-LM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
