Artikelnummer,FAQ
Q28-100G-SR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-SR4?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-ESR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-ESR4?||Er überbrückt Strecken von bis zu 170 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-BIDI,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-BIDI?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-SWDM4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-SWDM4?||Er überbrückt Strecken von bis zu 75 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-CWDM4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-CWDM4?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-LR1,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-LR1?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-LR4-Gen3,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-LR4-Gen3?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-LR4-Gen4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-LR4-Gen4?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-FR,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-FR?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-ER4-lite,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-ER4-lite?||Er überbrückt Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-PSM4-IR,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-PSM4-IR?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-PSM4-10,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-PSM4-10?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-SR4-G2,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-SR4-G2?||Er überbrückt Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28-100G-FR-Gen3-LP,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28-100G-FR-Gen3-LP?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
S56DD-100G-FR,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der S56DD-100G-FR?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit SFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
S56DD-100G-LR,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der S56DD-100G-LR?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit SFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
S56DD-100G-SR1.2,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der S56DD-100G-SR1.2?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit SFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q28DD-200G-2SR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q28DD-200G-2SR4?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP28-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
Q56-200G-SR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der Q56-200G-SR4?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP56-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-VR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-VR4?||Er überbrückt Strecken von bis zu 30 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-SR4.2-ON-Gen2,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-SR4.2-ON-Gen2?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-SR4.2-ON-Gen3,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-SR4.2-ON-Gen3?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56-DD-SR4.2-ON-Gen4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56-DD-SR4.2-ON-Gen4?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-SR8-Gen2,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-SR8-Gen2?||Er überbrückt Strecken von bis zu 70 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-EDR4-Gen2,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-EDR4-Gen2?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-EDR4-Gen3,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-EDR4-Gen3?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-FR4-Gen2,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-FR4-Gen2?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-LR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-LR4?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-LDR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-LDR4?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
400G-Q56DD-ZR+*,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 400G-Q56DD-ZR+*?||Er überbrückt Strecken von bis zu 1000 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-2VR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-2VR4?||Er überbrückt Strecken von bis zu 30 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-2EDR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-2EDR4?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-2FR4*,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-2FR4*?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-VR8,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-VR8?||Er überbrückt Strecken von bis zu 30 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-2DR4-DSPLPO,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-2DR4-DSPLPO?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-EDR8,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-EDR8?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-DR8-LPO,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-DR8-LPO?||Er überbrückt Strecken von bis zu 500 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-2DR4-LPO,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-2DR4-LPO?||Er überbrückt Strecken von bis zu 500 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
800G-O112-2VR4-DSPLPO,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der 800G-O112-2VR4-DSPLPO?||Er überbrückt Strecken von bis zu 50 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit OSFP-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
DAC-SFP-10G-0.5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-10G-0.5M?||Das Kabel hat eine feste Länge von 0,5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus."
DAC-SFP-10G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-10G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-10G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-10G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-10G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-10G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-10G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-10G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-10G-7M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-10G-7M?||Das Kabel hat eine feste Länge von 7 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-SFP-10G-2M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-10G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
