Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
UACC-CM-RJ45,,Transceivers & SFP Modul,Reichweite,bis 100 m,10,Wertliste,Attribut
UACC-CM-RJ45,,Transceivers & SFP Modul,Anwendung,Zugriffs-/Verteilnetz (Kupfer),11,Wertliste,Attribut
UACC-CM-RJ45,,Transceivers & SFP Modul,DOM Unterstützung,Nein,12,Wertliste,Attribut
UACC-CM-RJ45,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-CM-RJ45,,Transceivers & SFP Modul,Standard,1000BASE-T,14,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Fasertyp,Multimode,4,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Reichweite,bis 300 m,10,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-MM-10G-D,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Transceiver Typ,LR,3,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Reichweite,bis 10 km,10,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SM-10G-D,,Transceivers & SFP Modul,Standard,10GBASE-LR,14,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Transceiver Typ,BX,3,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Faseranzahl,1,5,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Wellenlänge,1270 nm (Tx) / 1330 nm (Rx),8,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Reichweite,bis 10 km,10,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SM-10G-S,,Transceivers & SFP Modul,Standard,10GBASE-BX (BiDi),14,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Transceiver Typ,T,3,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Fasertyp,Kupfer,4,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Anschlusstyp,RJ45,6,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Reichweite,bis 100 m,10,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Anwendung,Zugriffs-/Verteilnetz (Kupfer),11,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,DOM Unterstützung,Nein,12,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-CM-RJ45-MG,,Transceivers & SFP Modul,Standard,NBASE-T (10GBASE-T / 5GBASE-T / 2.5GBASE-T / 1000BASE-T),14,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Wellenlänge,1270 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1270,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Wellenlänge,1290 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1290,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Wellenlänge,1310 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1310,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Wellenlänge,1330 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1330,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Wellenlänge,1450 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1450,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Wellenlänge,1470 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1470,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Wellenlänge,1490 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1490,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Wellenlänge,1510 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1510,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Wellenlänge,1530 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1530,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Wellenlänge,1550 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1550,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Wellenlänge,1570 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1570,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Transceiver Typ,CWDM,3,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Wellenlänge,1590 nm (CWDM),8,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Reichweite,bis 20 km,10,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP10-1590,,Transceivers & SFP Modul,Standard,10G CWDM (SFP+),14,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Transceiver Typ,SR,3,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Fasertyp,Multimode,4,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Reichweite,bis 100 m,10,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP28-SR,,Transceivers & SFP Modul,Standard,25GBASE-SR,14,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Transceiver Typ,LR,3,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
