Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
WS-C3850-48P-S,"1360,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48P IP Base
WS-C3850-48P-E,"1680,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48P IP Services
WS-C3850-48F-L,"1300,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48F LAN Base
WS-C3850-48F-S,"1690,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48F IP Base
WS-C3850-48F-E,"2080,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48F IP Services
WS-C3850-24U-L,"1350,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24U LAN Base
WS-C3850-24U-S,"1760,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24U IP Base
WS-C3850-24U-E,"2160,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24U IP Services
WS-C3850-48U-L,"2190,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48U LAN Base
WS-C3850-48U-S,"2850,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48U IP Base
WS-C3850-48U-E,"3500,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48U IP Services
