Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
R0X39C,,Switch,Portanzahl,52,3,Wertliste,Attribut
R0X39C,,Switch,Port-Konfiguration,"48× 1G-RJ45 (10/100/1000BASE-T, Class 4 PoE) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X39C,,Switch,PoE,"Ja (IEEE 802.3af/at Class 4, 30 W/Port; Gesamt-PoE-Budget PSU-/konfigurationsabhängig, ZU_VERIFIZIEREN)",7,Wertliste,Attribut
R0X39C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X39C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X39C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X40B,,Switch,Portanzahl,52,3,Wertliste,Attribut
R0X40B,,Switch,Port-Konfiguration,"48× 1G-RJ45 (10/100/1000BASE-T, Class 6 PoE) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X40B,,Switch,PoE,"Ja (IEEE 802.3bt Class 6, 60 W/Port; Gesamt-PoE-Budget PSU-/konfigurationsabhängig, ZU_VERIFIZIEREN)",7,Wertliste,Attribut
R0X40B,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X40B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X40B,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X40C,,Switch,Portanzahl,52,3,Wertliste,Attribut
R0X40C,,Switch,Port-Konfiguration,"48× 1G-RJ45 (10/100/1000BASE-T, Class 6 PoE) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X40C,,Switch,PoE,"Ja (IEEE 802.3bt Class 6, 60 W/Port; Gesamt-PoE-Budget PSU-/konfigurationsabhängig, ZU_VERIFIZIEREN)",7,Wertliste,Attribut
R0X40C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X40C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X40C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X41C,,Switch,Portanzahl,52,3,Wertliste,Attribut
R0X41C,,Switch,Port-Konfiguration,"48× HPE Smart Rate (1/2.5/5G, Class 6 PoE) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X41C,,Switch,PoE,"Ja (IEEE 802.3bt Class 6, 60 W/Port; Gesamt-PoE-Budget PSU-/konfigurationsabhängig, ZU_VERIFIZIEREN)",7,Wertliste,Attribut
R0X41C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X41C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X41C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X42A,,Switch,Portanzahl,28,3,Wertliste,Attribut
R0X42A,,Switch,Port-Konfiguration,"24× 10GBASE-T (Kupfer) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X42A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X42A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X42A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X42C,,Switch,Portanzahl,28,3,Wertliste,Attribut
R0X42C,,Switch,Port-Konfiguration,"24× 10GBASE-T (Kupfer) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X42C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X42C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X42C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X43A,,Switch,Portanzahl,28,3,Wertliste,Attribut
R0X43A,,Switch,Port-Konfiguration,"24× SFP+ (1/10G) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X43A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X43A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X43A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X43C,,Switch,Portanzahl,28,3,Wertliste,Attribut
R0X43C,,Switch,Port-Konfiguration,"24× SFP+ (1/10G) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X43C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X43C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X43C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X44C,,Switch,Portanzahl,48,3,Wertliste,Attribut
R0X44C,,Switch,Port-Konfiguration,48× SFP28 (1/10/25G),4,Wertliste,Attribut
R0X44C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X44C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X44C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X45C,,Switch,Portanzahl,12,3,Wertliste,Attribut
R0X45C,,Switch,Port-Konfiguration,12× QSFP28 (40/100G),4,Wertliste,Attribut
R0X45C,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X45C,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X45C,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
S0E48A,,Switch,Portanzahl,36,3,Wertliste,Attribut
S0E48A,,Switch,Port-Konfiguration,"32× SFP28 (1/10/25G) + 4× QSFP28 (40/100G, MACsec)",4,Wertliste,Attribut
S0E48A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
S0E48A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
S0E48A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
S1T83A,,Switch,Portanzahl,28,3,Wertliste,Attribut
S1T83A,,Switch,Port-Konfiguration,"24× HPE Smart Rate (1/2.5/5/10G, Class 8 PoE) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
S1T83A,,Switch,PoE,"Ja (IEEE 802.3bt Class 8, 90 W/Port; Gesamt-PoE-Budget PSU-/konfigurationsabhängig, ZU_VERIFIZIEREN)",7,Wertliste,Attribut
S1T83A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
S1T83A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
S1T83A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
