Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
JL072A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL073A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL073A,,Switch,Layer,L3,2,Wertliste,Attribut
JL073A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JL073A,,Switch,Port-Konfiguration,"24× 10/100/1000BASE-T (Class 4 PoE+, 30 W, MACsec)",4,Wertliste,Attribut
JL073A,,Switch,Port-Geschwindigkeit,10/100/1000 Mbit/s (RJ45),5,Wertliste,Attribut
JL073A,,Switch,Uplink-Ports,"1 Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
JL073A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 840 W)",7,Wertliste,Attribut
JL073A,,Switch,Switching-Kapazität,160 Gbit/s,8,Wertliste,Attribut
JL073A,,Switch,Durchsatz,"95,2 Mpps",9,Wertliste,Attribut
JL073A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL073A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
JL073A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL073A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL073A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL073A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL074A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL074A,,Switch,Layer,L3,2,Wertliste,Attribut
JL074A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JL074A,,Switch,Port-Konfiguration,"48× 10/100/1000BASE-T (Class 4 PoE+, 30 W, MACsec)",4,Wertliste,Attribut
JL074A,,Switch,Port-Geschwindigkeit,10/100/1000 Mbit/s (RJ45),5,Wertliste,Attribut
JL074A,,Switch,Uplink-Ports,"1 Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
JL074A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 1.440 W)",7,Wertliste,Attribut
JL074A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
JL074A,,Switch,Durchsatz,"190,5 Mpps",9,Wertliste,Attribut
JL074A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL074A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
JL074A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL074A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL074A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL074A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL075A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL075A,,Switch,Layer,L3,2,Wertliste,Attribut
JL075A,,Switch,Portanzahl,16,3,Wertliste,Attribut
JL075A,,Switch,Port-Konfiguration,"16× SFP+ (1/10G, MACsec)",4,Wertliste,Attribut
JL075A,,Switch,Port-Geschwindigkeit,1/10 GbE (SFP+),5,Wertliste,Attribut
JL075A,,Switch,Uplink-Ports,"2 Modulschächte (optional bis 8× SFP+ 10G oder 2× 40G-QSFP+, separat)",6,Wertliste,Attribut
JL075A,,Switch,PoE,Nein,7,Wertliste,Attribut
JL075A,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
JL075A,,Switch,Durchsatz,"285,7 Mpps",9,Wertliste,Attribut
JL075A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL075A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
JL075A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL075A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL075A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL075A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL076A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL076A,,Switch,Layer,L3,2,Wertliste,Attribut
JL076A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JL076A,,Switch,Port-Konfiguration,"40× 10/100/1000BASE-T (Class 4 PoE+, 30 W, MACsec) + 8× HPE Smart Rate (100M/1/2.5/5/10G, Class 4 PoE+, 30 W, MACsec)",4,Wertliste,Attribut
JL076A,,Switch,Port-Geschwindigkeit,100M/1/2.5/5/10 GbE (HPE Smart Rate),5,Wertliste,Attribut
JL076A,,Switch,Uplink-Ports,"1 Modulschacht (optional 4× SFP+ 10G, 40G-QSFP+ oder 4× HPE Smart Rate, separat)",6,Wertliste,Attribut
JL076A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 1.440 W)",7,Wertliste,Attribut
JL076A,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
JL076A,,Switch,Durchsatz,"273,8 Mpps",9,Wertliste,Attribut
JL076A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL076A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (mindestens 1 erforderlich, redundant, separat bestellt)",11,Wertliste,Attribut
JL076A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL076A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL076A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL076A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL428A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL428A,,Switch,Layer,L3,2,Wertliste,Attribut
JL428A,,Switch,Portanzahl,52,3,Wertliste,Attribut
JL428A,,Switch,Port-Konfiguration,"48× 10/100/1000BASE-T (Class 4 PoE+, 30 W, MACsec) + 4× SFP+ (1/10G, über enthaltenes JL083A-Modul) (Uplink)",4,Wertliste,Attribut
JL428A,,Switch,Port-Geschwindigkeit,10/100/1000 Mbit/s (RJ45),5,Wertliste,Attribut
JL428A,,Switch,Uplink-Ports,"4× SFP+ (1/10G, über enthaltenes JL083A-Modul)",6,Wertliste,Attribut
JL428A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 680 W)",7,Wertliste,Attribut
JL428A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
JL428A,,Switch,Durchsatz,"190,5 Mpps",9,Wertliste,Attribut
JL428A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL428A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (1× X372 680 W AC enthalten, redundant erweiterbar)",11,Wertliste,Attribut
JL428A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL428A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL428A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL428A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL429A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL429A,,Switch,Layer,L3,2,Wertliste,Attribut
JL429A,,Switch,Portanzahl,52,3,Wertliste,Attribut
JL429A,,Switch,Port-Konfiguration,"48× 10/100/1000BASE-T (Class 4 PoE+, 30 W, MACsec) + 4× SFP+ (1/10G, über enthaltenes JL083A-Modul) (Uplink)",4,Wertliste,Attribut
JL429A,,Switch,Port-Geschwindigkeit,10/100/1000 Mbit/s (RJ45),5,Wertliste,Attribut
JL429A,,Switch,Uplink-Ports,"4× SFP+ (1/10G, über enthaltenes JL083A-Modul)",6,Wertliste,Attribut
JL429A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port, Budget 1.050 W)",7,Wertliste,Attribut
JL429A,,Switch,Switching-Kapazität,320 Gbit/s,8,Wertliste,Attribut
JL429A,,Switch,Durchsatz,"190,5 Mpps",9,Wertliste,Attribut
JL429A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL429A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (1× X372 1.050 W AC enthalten, redundant erweiterbar)",11,Wertliste,Attribut
JL429A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL429A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL429A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL429A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
JL430A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL430A,,Switch,Layer,L3,2,Wertliste,Attribut
JL430A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JL430A,,Switch,Port-Konfiguration,"16× SFP+ (1/10G, fest, MACsec) + 8× SFP+ (1/10G, über zwei enthaltene JL083A-Module) (Uplink)",4,Wertliste,Attribut
JL430A,,Switch,Port-Geschwindigkeit,1/10 GbE (SFP+),5,Wertliste,Attribut
JL430A,,Switch,Uplink-Ports,"8× SFP+ (1/10G, über zwei enthaltene JL083A-Module)",6,Wertliste,Attribut
JL430A,,Switch,PoE,Nein,7,Wertliste,Attribut
JL430A,,Switch,Switching-Kapazität,480 Gbit/s,8,Wertliste,Attribut
JL430A,,Switch,Durchsatz,"285,7 Mpps",9,Wertliste,Attribut
JL430A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL430A,,Switch,Stromversorgung,"2 Hot-Swap-Netzteilschächte (1× X371 250 W AC enthalten, redundant erweiterbar)",11,Wertliste,Attribut
JL430A,,Switch,Kühlung,"Lüftergekühlt (austauschbarer Lüftereinschub JL088A, front-to-side/rear)",12,Wertliste,Attribut
JL430A,,Switch,Stacking,"Backplane-Stacking (dediziertes Stacking-Modul, bis 336 Gbit/s)",13,Wertliste,Attribut
JL430A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL430A,,Switch,Anwendung,Layer-3-Campus-Aggregation (ArubaOS-Switch) mit Backplane-Stacking und durchgängigem MACsec,15,Wertliste,Attribut
